dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,ridge,6,nested,spearman,8,10,0.0953,0.0997,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,ridge,6,nested,spearman,9,10,0.0973,0.0997,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,0,10,0.1217,0.1217,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,1,10,0.0963,0.1217,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,2,10,0.0893,0.1217,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,3,10,0.0936,0.1217,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,4,10,0.075,0.1217,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,5,10,0.0845,0.1217,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,6,10,0.0864,0.1217,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,7,10,0.0771,0.1217,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,8,10,0.0494,0.1217,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores,xgboost,6,nested,spearman,9,10,0.1065,0.1217,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,0,10,0.0673,0.0673,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,1,10,0.0638,0.0673,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,2,10,0.0694,0.0694,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,3,10,0.0684,0.0694,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,4,10,0.0673,0.0694,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,5,10,0.0673,0.0694,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,6,10,0.0673,0.0694,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,7,10,0.0704,0.0704,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,8,10,0.0684,0.0704,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,ridge,7,nested,spearman,9,10,0.0689,0.0704,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,0,10,0.0652,0.0652,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,1,10,0.0949,0.0949,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,2,10,0.1137,0.1137,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,3,10,0.0665,0.1137,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,4,10,0.0811,0.1137,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,5,10,0.0695,0.1137,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,6,10,0.0921,0.1137,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,7,10,0.0608,0.1137,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,8,10,0.0739,0.1137,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_glide_uncertainty,xgboost,7,nested,spearman,9,10,0.1097,0.1137,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,0,10,0.1117,0.1117,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,1,10,0.1188,0.1188,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,2,10,0.1171,0.1188,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,3,10,0.1141,0.1188,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,4,10,0.1117,0.1188,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,5,10,0.1117,0.1188,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,6,10,0.1117,0.1188,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,7,10,0.1209,0.1209,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,8,10,0.1141,0.1209,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,ridge,6,nested,spearman,9,10,0.116,0.1209,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,0,10,0.1217,0.1217,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,1,10,0.0963,0.1217,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,2,10,0.0893,0.1217,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,3,10,0.0936,0.1217,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,4,10,0.075,0.1217,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,5,10,0.0845,0.1217,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,6,10,0.0864,0.1217,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,7,10,0.0771,0.1217,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,8,10,0.0494,0.1217,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_ranks,xgboost,6,nested,spearman,9,10,0.1065,0.1217,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,0,10,0.0553,0.0553,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,1,10,0.1054,0.1054,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,2,10,0.1037,0.1054,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,3,10,0.0744,0.1054,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,4,10,0.054,0.1054,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,5,10,0.054,0.1054,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,6,10,0.054,0.1054,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,7,10,0.1134,0.1134,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,8,10,0.0757,0.1134,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,ridge,12,nested,spearman,9,10,0.0994,0.1134,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,0,10,0.1225,0.1225,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,1,10,0.0959,0.1225,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,2,10,0.0851,0.1225,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,3,10,0.0781,0.1225,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,4,10,0.0815,0.1225,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,5,10,0.0834,0.1225,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,6,10,0.1012,0.1225,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,7,10,0.0797,0.1225,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,8,10,0.0635,0.1225,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks,xgboost,12,nested,spearman,9,10,0.0958,0.1225,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,0,10,0.0351,0.0351,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,1,10,0.1112,0.1112,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,2,10,0.0964,0.1112,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,3,10,0.0621,0.1112,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,4,10,0.0383,0.1112,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,5,10,0.0383,0.1112,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,6,10,0.0384,0.1112,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,7,10,0.1126,0.1126,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,8,10,0.0628,0.1126,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,ridge,21,nested,spearman,9,10,0.0946,0.1126,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,0,10,0.0695,0.0695,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,1,10,0.0772,0.0772,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,2,10,0.0839,0.0839,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,3,10,0.0705,0.0839,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,4,10,0.0784,0.0839,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,5,10,0.0865,0.0865,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,6,10,0.0807,0.0865,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,7,10,0.0342,0.0865,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,8,10,0.0669,0.0865,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,9,10,0.0723,0.0865,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,0,10,0.1927,0.1927,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,1,10,0.188,0.1927,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,2,10,0.219,0.219,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,3,10,0.2027,0.219,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,4,10,0.193,0.219,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,5,10,0.193,0.219,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,6,10,0.193,0.219,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,7,10,0.2014,0.219,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,8,10,0.2024,0.219,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,ridge,13,nested,spearman,9,10,0.2159,0.219,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,0,10,0.1485,0.1485,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,1,10,0.1066,0.1485,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,2,10,0.1102,0.1485,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,3,10,0.1225,0.1485,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,4,10,0.1095,0.1485,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,5,10,0.1385,0.1485,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,6,10,0.1101,0.1485,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,7,10,0.1417,0.1485,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,8,10,0.1355,0.1485,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,chemical_descriptors,xgboost,13,nested,spearman,9,10,0.131,0.1485,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,0,10,0.2338,0.2338,{'alpha': 0.0419}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,1,10,0.2246,0.2338,{'alpha': 452.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,2,10,0.2338,0.2338,{'alpha': 13.3}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,3,10,0.2316,0.2338,{'alpha': 1.55}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,4,10,0.2337,0.2338,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,5,10,0.2337,0.2338,{'alpha': 0.00124}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,6,10,0.2337,0.2338,{'alpha': 0.000255}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,7,10,0.2399,0.2399,{'alpha': 116.0}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,8,10,0.2312,0.2399,{'alpha': 1.61}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,ridge,19,nested,spearman,9,10,0.2289,0.2399,{'alpha': 9.05}
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,0,10,0.1831,0.1831,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,1,10,0.1565,0.1831,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,2,10,0.182,0.1831,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,3,10,0.1732,0.1831,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,4,10,0.1563,0.1831,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,5,10,0.1537,0.1831,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,6,10,0.1939,0.1939,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0.0,method_scores_plus_chemical_descriptors,xgboost,19,nested,spearman,7,10,0.1667,0.1939,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
