dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_alpha,param_log10_alpha,param_signature,feature_set_label,target_class_label
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,80,100,0.1204,0.125,{'alpha': 210.0},210.0,2.322219294733919,alpha=210.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,81,100,0.1238,0.125,{'alpha': 50.5},50.5,1.7032913781186614,alpha=50.5,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,82,100,0.1209,0.125,{'alpha': 120.0},120.0,2.0791812460476247,alpha=120.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,83,100,0.1234,0.125,{'alpha': 39.0},39.0,1.591064607026499,alpha=39.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,84,100,0.1164,0.125,{'alpha': 8.18},8.18,0.912753303671323,alpha=8.18,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,85,100,0.1184,0.125,{'alpha': 22.6},22.6,1.354108439147401,alpha=22.6,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,86,100,0.1244,0.125,{'alpha': 41.2},41.2,1.6148972160331345,alpha=41.2,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,87,100,0.1245,0.125,{'alpha': 43.8},43.8,1.6414741105040995,alpha=43.8,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,88,100,0.119,0.125,{'alpha': 649.0},649.0,2.812244696800369,alpha=649.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,89,100,0.1197,0.125,{'alpha': 27.9},27.9,1.4456042032735976,alpha=27.9,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,90,100,0.1245,0.125,{'alpha': 43.5},43.5,1.6384892569546374,alpha=43.5,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,91,100,0.1193,0.125,{'alpha': 90.9},90.9,1.9585638832219674,alpha=90.9,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,92,100,0.1236,0.125,{'alpha': 46.2},46.2,1.6646419755561255,alpha=46.2,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,93,100,0.1169,0.125,{'alpha': 13.5},13.5,1.130333768495006,alpha=13.5,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,94,100,0.1199,0.125,{'alpha': 23.8},23.8,1.376576957056512,alpha=23.8,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,95,100,0.1205,0.125,{'alpha': 235.0},235.0,2.3710678622717363,alpha=235.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,96,100,0.1203,0.125,{'alpha': 157.0},157.0,2.1958996524092336,alpha=157.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,97,100,0.1241,0.125,{'alpha': 47.1},47.1,1.6730209071288962,alpha=47.1,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,98,100,0.1159,0.125,{'alpha': 6.01},6.01,0.7788744720027395,alpha=6.01,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_ranks,ridge,6,nested,spearman,99,100,0.1173,0.125,{'alpha': 17.8},17.8,1.250420002308894,alpha=17.8,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,0,100,-0.1174,-0.1174,{'alpha': 0.0419},0.0419,-1.3777859770337046,alpha=0.0419,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,1,100,-0.11,-0.11,{'alpha': 452.0},452.0,2.655138434811382,alpha=452.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,2,100,-0.116,-0.11,{'alpha': 13.3},13.3,1.1238516409670858,alpha=13.3,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,3,100,-0.119,-0.11,{'alpha': 1.55},1.55,0.1903316981702915,alpha=1.55,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,4,100,-0.1174,-0.11,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,5,100,-0.1174,-0.11,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,6,100,-0.1174,-0.11,{'alpha': 0.000255},0.000255,-3.593459819566045,alpha=0.000255,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,7,100,-0.119,-0.11,{'alpha': 116.0},116.0,2.0644579892269186,alpha=116.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,8,100,-0.119,-0.11,{'alpha': 1.61},1.61,0.20682587603184974,alpha=1.61,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,9,100,-0.1174,-0.11,{'alpha': 9.05},9.05,0.9566485792052033,alpha=9.05,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,10,100,-0.1102,-0.11,{'alpha': 620.0},620.0,2.792391689498254,alpha=620.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,11,100,-0.1101,-0.11,{'alpha': 515.0},515.0,2.711807229041191,alpha=515.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,12,100,-0.1123,-0.11,{'alpha': 714.0},714.0,2.8536982117761744,alpha=714.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,13,100,-0.1198,-0.11,{'alpha': 58.7},58.7,1.7686381012476144,alpha=58.7,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,14,100,-0.1122,-0.11,{'alpha': 852.0},852.0,2.9304395947667,alpha=852.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,15,100,-0.1196,-0.11,{'alpha': 67.4},67.4,1.8286598965353198,alpha=67.4,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,16,100,-0.1174,-0.11,{'alpha': 0.206},0.206,-0.6861327796308466,alpha=0.206,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,17,100,-0.116,-0.11,{'alpha': 161.0},161.0,2.2068258760318495,alpha=161.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,18,100,-0.1161,-0.11,{'alpha': 12.1},12.1,1.08278537031645,alpha=12.1,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,19,100,-0.1197,-0.11,{'alpha': 3.21},3.21,0.5065050324048721,alpha=3.21,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,20,100,-0.1174,-0.11,{'alpha': 0.2},0.2,-0.6989700043360187,alpha=0.2,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,21,100,-0.1102,-0.11,{'alpha': 360.0},360.0,2.5563025007672873,alpha=360.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,22,100,-0.1194,-0.11,{'alpha': 38.7},38.7,1.5877109650189114,alpha=38.7,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,23,100,-0.1101,-0.11,{'alpha': 935.0},935.0,2.9708116108725178,alpha=935.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,24,100,-0.1121,-0.11,{'alpha': 262.0},262.0,2.4183012913197452,alpha=262.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,25,100,-0.1194,-0.11,{'alpha': 31.8},31.8,1.5024271199844328,alpha=31.8,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,26,100,-0.1101,-0.11,{'alpha': 940.0},940.0,2.9731278535996988,alpha=940.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,27,100,-0.1177,-0.11,{'alpha': 153.0},153.0,2.184691430817599,alpha=153.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,28,100,-0.1147,-0.11,{'alpha': 173.0},173.0,2.2380461031287955,alpha=173.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,29,100,-0.1184,-0.11,{'alpha': 28.4},28.4,1.4533183400470377,alpha=28.4,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,30,100,-0.1133,-0.11,{'alpha': 782.0},782.0,2.893206753059848,alpha=782.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,31,100,-0.1091,-0.1091,{'alpha': 991.0},991.0,2.9960736544852753,alpha=991.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,32,100,-0.1091,-0.1091,{'alpha': 970.0},970.0,2.9867717342662448,alpha=970.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,33,100,-0.1119,-0.1091,{'alpha': 237.0},237.0,2.374748346010104,alpha=237.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,34,100,-0.1189,-0.1091,{'alpha': 113.0},113.0,2.0530784434834195,alpha=113.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,35,100,-0.1107,-0.1091,{'alpha': 297.0},297.0,2.4727564493172123,alpha=297.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,36,100,-0.1175,-0.1091,{'alpha': 19.1},19.1,1.2810333672477277,alpha=19.1,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,37,100,-0.1187,-0.1091,{'alpha': 5.21},5.21,0.7168377232995244,alpha=5.21,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,38,100,-0.1195,-0.1091,{'alpha': 68.9},68.9,1.8382192219076259,alpha=68.9,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,39,100,-0.1098,-0.1091,{'alpha': 320.0},320.0,2.505149978319906,alpha=320.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,40,100,-0.1191,-0.1091,{'alpha': 106.0},106.0,2.0253058652647704,alpha=106.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,41,100,-0.1095,-0.1091,{'alpha': 342.0},342.0,2.534026106056135,alpha=342.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,42,100,-0.1088,-0.1088,{'alpha': 375.0},375.0,2.574031267727719,alpha=375.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,43,100,-0.1103,-0.1088,{'alpha': 364.0},364.0,2.561101383649056,alpha=364.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,44,100,-0.1109,-0.1088,{'alpha': 462.0},462.0,2.6646419755561257,alpha=462.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,45,100,-0.1174,-0.1088,{'alpha': 0.0148},0.0148,-1.8297382846050425,alpha=0.0148,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,46,100,-0.1215,-0.1088,{'alpha': 72.3},72.3,1.8591382972945307,alpha=72.3,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,47,100,-0.1095,-0.1088,{'alpha': 336.0},336.0,2.526339277389844,alpha=336.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,48,100,-0.1097,-0.1088,{'alpha': 443.0},443.0,2.6464037262230695,alpha=443.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,49,100,-0.1147,-0.1088,{'alpha': 173.0},173.0,2.2380461031287955,alpha=173.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,50,100,-0.1091,-0.1088,{'alpha': 993.0},993.0,2.996949248495381,alpha=993.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,51,100,-0.1117,-0.1088,{'alpha': 895.0},895.0,2.951823035315912,alpha=895.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,52,100,-0.11,-0.1088,{'alpha': 469.0},469.0,2.6711728427150834,alpha=469.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,53,100,-0.1168,-0.1088,{'alpha': 51.1},51.1,1.7084209001347128,alpha=51.1,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,54,100,-0.1207,-0.1088,{'alpha': 93.2},93.2,1.9694159123539814,alpha=93.2,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,55,100,-0.112,-0.1088,{'alpha': 215.0},215.0,2.3324384599156054,alpha=215.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,56,100,-0.1101,-0.1088,{'alpha': 521.0},521.0,2.7168377232995247,alpha=521.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,57,100,-0.1174,-0.1088,{'alpha': 0.000632},0.000632,-3.199282921717615,alpha=0.000632,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,58,100,-0.1174,-0.1088,{'alpha': 0.000119},0.000119,-3.9244530386074694,alpha=0.000119,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,59,100,-0.1112,-0.1088,{'alpha': 597.0},597.0,2.775974331129369,alpha=597.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,60,100,-0.1176,-0.1088,{'alpha': 20.6},20.6,1.3138672203691535,alpha=20.6,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,61,100,-0.1083,-0.1083,{'alpha': 381.0},381.0,2.5809249756756194,alpha=381.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,62,100,-0.109,-0.1083,{'alpha': 995.0},995.0,2.9978230807457256,alpha=995.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,63,100,-0.1096,-0.1083,{'alpha': 954.0},954.0,2.979548374704095,alpha=954.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,64,100,-0.1145,-0.1083,{'alpha': 164.0},164.0,2.214843848047698,alpha=164.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,65,100,-0.1096,-0.1083,{'alpha': 549.0},549.0,2.739572344450092,alpha=549.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,66,100,-0.1112,-0.1083,{'alpha': 219.0},219.0,2.3404441148401185,alpha=219.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,67,100,-0.1203,-0.1083,{'alpha': 121.0},121.0,2.0827853703164503,alpha=121.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,68,100,-0.1174,-0.1083,{'alpha': 0.0061},0.0061,-2.214670164989233,alpha=0.0061,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,69,100,-0.1117,-0.1083,{'alpha': 894.0},894.0,2.951337518795918,alpha=894.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,70,100,-0.1119,-0.1083,{'alpha': 235.0},235.0,2.3710678622717363,alpha=235.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,71,100,-0.1091,-0.1083,{'alpha': 333.0},333.0,2.5224442335063197,alpha=333.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,72,100,-0.1108,-0.1083,{'alpha': 576.0},576.0,2.760422483423212,alpha=576.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,73,100,-0.1104,-0.1083,{'alpha': 300.0},300.0,2.4771212547196626,alpha=300.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,74,100,-0.1112,-0.1083,{'alpha': 595.0},595.0,2.7745169657285498,alpha=595.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,75,100,-0.1174,-0.1083,{'alpha': 50.3},50.3,1.7015679850559273,alpha=50.3,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,76,100,-0.1205,-0.1083,{'alpha': 119.0},119.0,2.0755469613925306,alpha=119.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,77,100,-0.1102,-0.1083,{'alpha': 367.0},367.0,2.5646660642520893,alpha=367.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,78,100,-0.1091,-0.1083,{'alpha': 994.0},994.0,2.997386384397313,alpha=994.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,79,100,-0.1118,-0.1083,{'alpha': 693.0},693.0,2.8407332346118066,alpha=693.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,80,100,-0.1086,-0.1083,{'alpha': 998.0},998.0,2.999130541287371,alpha=998.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,81,100,-0.1091,-0.1083,{'alpha': 992.0},992.0,2.9965116721541785,alpha=992.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,82,100,-0.1091,-0.1083,{'alpha': 991.0},991.0,2.9960736544852753,alpha=991.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,83,100,-0.1111,-0.1083,{'alpha': 652.0},652.0,2.81424759573192,alpha=652.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,84,100,-0.1115,-0.1083,{'alpha': 223.0},223.0,2.3483048630481607,alpha=223.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,85,100,-0.1108,-0.1083,{'alpha': 487.0},487.0,2.6875289612146345,alpha=487.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,86,100,-0.1122,-0.1083,{'alpha': 725.0},725.0,2.8603380065709936,alpha=725.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,87,100,-0.1175,-0.1083,{'alpha': 0.324},0.324,-0.48945498979338786,alpha=0.324,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,88,100,-0.1148,-0.1083,{'alpha': 162.0},162.0,2.2095150145426308,alpha=162.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,89,100,-0.1199,-0.1083,{'alpha': 85.5},85.5,1.9319661147281726,alpha=85.5,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,90,100,-0.1086,-0.1083,{'alpha': 422.0},422.0,2.625312450961674,alpha=422.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,91,100,-0.1096,-0.1083,{'alpha': 969.0},969.0,2.986323777050765,alpha=969.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,92,100,-0.1097,-0.1083,{'alpha': 436.0},436.0,2.639486489268586,alpha=436.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,93,100,-0.1112,-0.1083,{'alpha': 246.0},246.0,2.3909351071033793,alpha=246.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,94,100,-0.1117,-0.1083,{'alpha': 672.0},672.0,2.8273692730538253,alpha=672.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,95,100,-0.1094,-0.1083,{'alpha': 404.0},404.0,2.606381365110605,alpha=404.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,96,100,-0.1091,-0.1083,{'alpha': 993.0},993.0,2.996949248495381,alpha=993.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,97,100,-0.1098,-0.1083,{'alpha': 439.0},439.0,2.6424645202421213,alpha=439.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,98,100,-0.1173,-0.1083,{'alpha': 153.0},153.0,2.184691430817599,alpha=153.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_ranks,ridge,6,nested,spearman,99,100,-0.1118,-0.1083,{'alpha': 691.0},691.0,2.8394780473741985,alpha=691.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,0,100,0.1103,0.1103,{'alpha': 0.0419},0.0419,-1.3777859770337046,alpha=0.0419,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,1,100,0.1212,0.1212,{'alpha': 452.0},452.0,2.655138434811382,alpha=452.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,2,100,0.114,0.1212,{'alpha': 13.3},13.3,1.1238516409670858,alpha=13.3,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,3,100,0.1122,0.1212,{'alpha': 1.55},1.55,0.1903316981702915,alpha=1.55,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,4,100,0.1103,0.1212,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,5,100,0.1103,0.1212,{'alpha': 0.00124},0.00124,-2.906578314837765,alpha=0.00124,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,6,100,0.1103,0.1212,{'alpha': 0.000255},0.000255,-3.593459819566045,alpha=0.000255,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,7,100,0.1225,0.1225,{'alpha': 116.0},116.0,2.0644579892269186,alpha=116.0,Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_ranks,ridge,6,nested,spearman,8,100,0.1122,0.1225,{'alpha': 1.61},1.61,0.20682587603184974,alpha=1.61,Ranks,Furin
