dataset_label,target_class_label,model_type,parameter,parameter_label,comparison_name,feature_set_label,p,parameter_bin,parameter_bin_sort,parameter_bin_lower,parameter_bin_upper,median_tuning_score,trial_count
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.5289,15
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.529,17
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.5293,15
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.5296,67
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.53055,184
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.5306,149
na,NA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.5043,43
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8821,11
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8821,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8821,15
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8822,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.88285,20
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.885,60
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8864,206
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.88595,168
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.8819,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.8819,12
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8819,13
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.88195,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8827,25
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.88495,66
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.886,232
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.88445,132
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.88,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.88,14
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.8801,13
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.8803,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.8815,27
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.8833,79
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.8851,236
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.8762,111
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.9069,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.9069,16
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.9066000000000001,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.907,13
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.9062,27
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.9064,79
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.9066,126
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.9121,219
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.9041,10
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.9041,12
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.9041,14
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.9041,11
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.9043,30
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.9049,82
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.9084,190
na,NA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.9076,151
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0331,13
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,-0.0464,28
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,-0.0464,54
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.0399,48
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.0399,80
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.0397,114
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.06795000000000001,84
pa,PA,ridge,log10_alpha,log10(alpha),method_scores,Scores,6,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.0699,79
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0825,68
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0824,34
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.0824,21
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.1062,17
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.10644999999999999,50
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.1069,125
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.0714,135
pa,PA,ridge,log10_alpha,log10(alpha),chemical_descriptors,Chem. descriptors,13,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.05715,50
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0063,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0064,15
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.00675,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.0083,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.0198,15
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.0463,21
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.0739,77
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_target_context,Scores + Target context,20,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.09079999999999999,342
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0575,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0409,12
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.0576,13
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.05965,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.0637,15
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.0905,29
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.11904999999999999,100
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_glide_uncertainty_plus_target_context,Scores + Glide uncertainty + Target context,21,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1233,311
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.0689,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.0689,13
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.0689,15
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.06765,12
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.07020000000000001,36
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.0748,113
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.1087,211
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_chemical_descriptors_plus_target_context,Scores + Chem. descriptors + Target context,33,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1002,90
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.10615,12
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.1047,21
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.1048,64
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.1046,96
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.11565,54
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.13255,114
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.1281,105
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,Scores + Ranks + Rank summary + Target context,35,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1167,34
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-4 to -3.13,-3.5625543411695393,-4.0,-3.1251086823390786,0.1738,10
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-3.13 to -2.25,-2.687663023508618,-3.1251086823390786,-2.250217364678157,0.1737,15
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-2.25 to -1.38,-1.8127717058476964,-2.250217364678157,-1.3753260470172357,0.1737,16
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-1.38 to -0.5,-0.937880388186775,-1.3753260470172357,-0.5004347293563143,0.17354999999999998,30
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,-0.5 to 0.374,-0.06298907052585356,-0.5004347293563143,0.37445658830460715,0.178,120
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,0.374 to 1.25,0.8119022471350679,0.37445658830460715,1.2493479059655286,0.1831,137
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,1.25 to 2.12,1.6867935647959893,1.2493479059655286,2.12423922362645,0.1584,127
pa,PA,ridge,log10_alpha,log10(alpha),method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,49,2.12 to 3,2.5616848824569107,2.12423922362645,2.999130541287371,0.1401,45
