dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_alpha,param_log10_alpha,param_signature,outer_fold_spearman,feature_set_label,target_class_label
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,63,100,0.905,0.905,{'alpha': 38.7},38.7,1.5877109650189114,alpha=38.7,0.9267,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,18,100,0.9067,0.9067,{'alpha': 50.7},50.7,1.705007959333336,alpha=50.7,0.9272,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,11,100,0.9124,0.9124,{'alpha': 515.0},515.0,2.711807229041191,alpha=515.0,0.9033,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,42,100,0.9111,0.9111,{'alpha': 524.0},524.0,2.7193312869837265,alpha=524.0,0.9034,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,12,100,0.9164,0.9164,{'alpha': 729.0},729.0,2.8627275283179747,alpha=729.0,0.8886,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,11,100,0.9065,0.9065,{'alpha': 16.8},16.8,1.2253092817258628,alpha=16.8,0.9278,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_target_context,ridge,20,nested,spearman,7,100,0.8866,0.8866,{'alpha': 116.0},116.0,2.0644579892269186,alpha=116.0,0.9034,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_target_context,ridge,20,nested,spearman,17,100,0.8961,0.8961,{'alpha': 54.1},54.1,1.7331972651065695,alpha=54.1,0.8793,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_target_context,ridge,20,nested,spearman,7,100,0.8864,0.8864,{'alpha': 116.0},116.0,2.0644579892269186,alpha=116.0,0.8819,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_target_context,ridge,20,nested,spearman,83,100,0.8944,0.8944,{'alpha': 132.0},132.0,2.12057393120585,alpha=132.0,0.8762,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_target_context,ridge,20,nested,spearman,65,100,0.88,0.88,{'alpha': 224.0},224.0,2.3502480183341627,alpha=224.0,0.9032,Scores + Target context,NA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,ridge,13,nested,spearman,63,100,0.0551,0.0551,{'alpha': 48.3},48.3,1.6839471307515121,alpha=48.3,0.1579,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,ridge,13,nested,spearman,55,100,0.1447,0.1447,{'alpha': 9.98},9.98,0.9991305412873711,alpha=9.98,-0.0119,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,ridge,13,nested,spearman,6,100,0.0825,0.0825,{'alpha': 0.000255},0.000255,-3.593459819566045,alpha=0.000255,0.0971,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,ridge,13,nested,spearman,31,100,0.0729,0.0729,{'alpha': 48.8},48.8,1.6884198220027107,alpha=48.8,0.1079,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,ridge,13,nested,spearman,36,100,0.1074,0.1074,{'alpha': 8.98},8.98,0.9532763366673044,alpha=8.98,0.0614,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores,ridge,6,nested,spearman,9,100,0.0684,0.0684,{'alpha': 9.05},9.05,0.9566485792052033,alpha=9.05,0.0941,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores,ridge,6,nested,spearman,91,100,0.071,0.071,{'alpha': 316.0},316.0,2.499687082618404,alpha=316.0,-0.015,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores,ridge,6,nested,spearman,3,100,0.04,0.04,{'alpha': 1.55},1.55,0.1903316981702915,alpha=1.55,0.0923,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores,ridge,6,nested,spearman,41,100,0.0334,0.0334,{'alpha': 16.7},16.7,1.2227164711475833,alpha=16.7,0.0793,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores,ridge,6,nested,spearman,30,100,-0.0463,-0.0463,{'alpha': 5.59},5.59,0.7474118078864233,alpha=5.59,0.0297,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,42,100,0.1149,0.1149,{'alpha': 109.0},109.0,2.037426497940624,alpha=109.0,0.1954,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,51,100,0.1718,0.1718,{'alpha': 45.2},45.2,1.6551384348113822,alpha=45.2,0.0288,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,81,100,0.1093,0.1093,{'alpha': 39.3},39.3,1.5943925503754266,alpha=39.3,0.1311,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,29,100,0.076,0.076,{'alpha': 55.8},55.8,1.7466341989375787,alpha=55.8,0.1948,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_chemical_descriptors_plus_target_context,ridge,33,nested,spearman,9,100,0.075,0.075,{'alpha': 9.05},9.05,0.9566485792052033,alpha=9.05,0.1047,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,61,100,0.1253,0.1253,{'alpha': 531.0},531.0,2.725094521081469,alpha=531.0,0.19,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,40,100,0.1429,0.1429,{'alpha': 323.0},323.0,2.509202522331103,alpha=323.0,0.0677,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,1,100,0.1427,0.1427,{'alpha': 452.0},452.0,2.655138434811382,alpha=452.0,0.0968,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,80,100,0.0686,0.0686,{'alpha': 998.0},998.0,2.999130541287371,alpha=998.0,0.1934,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_glide_uncertainty_plus_target_context,ridge,21,nested,spearman,80,100,0.0561,0.0561,{'alpha': 998.0},998.0,2.999130541287371,alpha=998.0,0.1019,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,81,100,0.1512,0.1512,{'alpha': 70.8},70.8,1.850033257689769,alpha=70.8,0.2999,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,16,100,0.2246,0.2246,{'alpha': 30.3},30.3,1.481442628502305,alpha=30.3,0.0498,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,55,100,0.1877,0.1877,{'alpha': 6.0},6.0,0.7781512503836436,alpha=6.0,0.1158,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,83,100,0.1494,0.1494,{'alpha': 1.52},1.52,0.18184358794477254,alpha=1.52,0.3216,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,ridge,49,nested,spearman,8,100,0.1794,0.1794,{'alpha': 1.61},1.61,0.20682587603184974,alpha=1.61,0.1348,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,61,100,0.1283,0.1283,{'alpha': 22.1},22.1,1.3443922736851108,alpha=22.1,0.2238,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,91,100,0.1588,0.1588,{'alpha': 23.7},23.7,1.3747483460101038,alpha=23.7,0.0503,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,91,100,0.1335,0.1335,{'alpha': 10.2},10.2,1.0086001717619175,alpha=10.2,0.0801,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,87,100,0.0956,0.0956,{'alpha': 0.055},0.055,-1.2596373105057561,alpha=0.055,0.2777,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,ridge,35,nested,spearman,65,100,0.1051,0.1051,{'alpha': 0.0637},0.0637,-1.1958605676646494,alpha=0.0637,0.0983,Scores + Ranks + Rank summary + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_target_context,ridge,20,nested,spearman,44,100,0.0946,0.0946,{'alpha': 978.0},978.0,2.9903388547876015,alpha=978.0,0.1564,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_target_context,ridge,20,nested,spearman,32,100,0.1067,0.1067,{'alpha': 970.0},970.0,2.9867717342662448,alpha=970.0,0.0555,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_target_context,ridge,20,nested,spearman,44,100,0.099,0.099,{'alpha': 978.0},978.0,2.9903388547876015,alpha=978.0,0.084,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_target_context,ridge,20,nested,spearman,98,100,0.0446,0.0446,{'alpha': 996.0},996.0,2.998259338423699,alpha=996.0,0.1348,Scores + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_target_context,ridge,20,nested,spearman,31,100,0.0214,0.0214,{'alpha': 993.0},993.0,2.996949248495381,alpha=993.0,0.0649,Scores + Target context,PA
