dataset_label,base_name,selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,param_log10_learning_rate,param_signature,outer_fold_spearman,feature_set_label,target_class_label
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks,xgboost,12,nested,spearman,60,100,0.198,0.198,"{'learning_rate': 0.00101, 'max_depth': 2, 'n_estimators': 300, 'subsample': 0.979}",0.00101,2.0,300.0,0.979,-2.9956786262173574,learning_rate=0.00101;max_depth=2;n_estimators=300;subsample=0.979,-0.0134,Scores + Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks,xgboost,12,nested,spearman,81,100,0.1222,0.1222,"{'learning_rate': 0.013, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.543}",0.013,2.0,350.0,0.543,-1.8860566476931633,learning_rate=0.013;max_depth=2;n_estimators=350;subsample=0.543,-0.1591,Scores + Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks,xgboost,12,nested,spearman,92,100,0.1088,0.1088,"{'learning_rate': 0.111, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.617}",0.111,5.0,100.0,0.617,-0.9546770212133425,learning_rate=0.111;max_depth=5;n_estimators=100;subsample=0.617,-0.1286,Scores + Ranks,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,97,100,0.1123,0.1123,"{'learning_rate': 0.00291, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.996}",0.00291,6.0,100.0,0.996,-2.5361070110140926,learning_rate=0.00291;max_depth=6;n_estimators=100;subsample=0.996,0.1009,Scores + Ranks + Rank summary,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,31,100,0.1487,0.1487,"{'learning_rate': 0.17, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.801}",0.17,7.0,150.0,0.801,-0.769551078621726,learning_rate=0.17;max_depth=7;n_estimators=150;subsample=0.801,-0.1643,Scores + Ranks + Rank summary,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,56,100,0.2257,0.2257,"{'learning_rate': 0.00275, 'max_depth': 4, 'n_estimators': 150, 'subsample': 0.99}",0.00275,4.0,150.0,0.99,-2.5606673061697376,learning_rate=0.00275;max_depth=4;n_estimators=150;subsample=0.99,0.168,Scores + Ranks + Rank summary,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,92,100,0.0765,0.0765,"{'learning_rate': 0.00198, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.556}",0.00198,8.0,150.0,0.556,-2.703334809738469,learning_rate=0.00198;max_depth=8;n_estimators=150;subsample=0.556,0.0691,Scores + Ranks + Rank summary,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary,xgboost,21,nested,spearman,76,100,0.0267,0.0267,"{'learning_rate': 0.0179, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.538}",0.0179,2.0,400.0,0.538,-1.747146969020107,learning_rate=0.0179;max_depth=2;n_estimators=400;subsample=0.538,-0.0713,Scores + Ranks + Rank summary,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,12,100,0.2274,0.2274,"{'learning_rate': 0.00976, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.792}",0.00976,6.0,300.0,0.792,-2.0105501823333083,learning_rate=0.00976;max_depth=6;n_estimators=300;subsample=0.792,-0.0198,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,76,100,0.1453,0.1453,"{'learning_rate': 0.263, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.84}",0.263,7.0,350.0,0.84,-0.5800442515102421,learning_rate=0.263;max_depth=7;n_estimators=350;subsample=0.84,-0.0236,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,65,100,0.2396,0.2396,"{'learning_rate': 0.00574, 'max_depth': 2, 'n_estimators': 600, 'subsample': 0.985}",0.00574,2.0,600.0,0.985,-2.2410881076020264,learning_rate=0.00574;max_depth=2;n_estimators=600;subsample=0.985,0.0447,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,39,100,0.0995,0.0995,"{'learning_rate': 0.16, 'max_depth': 5, 'n_estimators': 550, 'subsample': 0.596}",0.16,5.0,550.0,0.596,-0.7958800173440752,learning_rate=0.16;max_depth=5;n_estimators=550;subsample=0.596,0.0611,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,Furin
furin,furin_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors,xgboost,35,nested,spearman,26,100,0.1603,0.1603,"{'learning_rate': 0.00646, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.602}",0.00646,6.0,300.0,0.602,-2.1897674820049158,learning_rate=0.00646;max_depth=6;n_estimators=300;subsample=0.602,-0.0024,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors,Furin
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,xgboost,13,nested,spearman,25,100,0.6285,0.6285,"{'learning_rate': 0.0186, 'max_depth': 5, 'n_estimators': 600, 'subsample': 0.897}",0.0186,5.0,600.0,0.897,-1.7304870557820837,learning_rate=0.0186;max_depth=5;n_estimators=600;subsample=0.897,0.6321,Chem. descriptors,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,xgboost,13,nested,spearman,80,100,0.6418,0.6418,"{'learning_rate': 0.00915, 'max_depth': 8, 'n_estimators': 400, 'subsample': 0.511}",0.00915,8.0,400.0,0.511,-2.0385789059335515,learning_rate=0.00915;max_depth=8;n_estimators=400;subsample=0.511,0.665,Chem. descriptors,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,65,100,0.6371,0.6371,"{'learning_rate': 0.0429, 'max_depth': 8, 'n_estimators': 150, 'subsample': 0.557}",0.0429,8.0,150.0,0.557,-1.3675427078152758,learning_rate=0.0429;max_depth=8;n_estimators=150;subsample=0.557,0.665,Chem. descriptors,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,94,100,0.6397,0.6397,"{'learning_rate': 0.00774, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.536}",0.00774,8.0,550.0,0.536,-2.1112590393171073,learning_rate=0.00774;max_depth=8;n_estimators=550;subsample=0.536,0.6295,Chem. descriptors,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,69,100,0.6236,0.6236,"{'learning_rate': 0.014, 'max_depth': 7, 'n_estimators': 450, 'subsample': 0.697}",0.014,7.0,450.0,0.697,-1.853871964321762,learning_rate=0.014;max_depth=7;n_estimators=450;subsample=0.697,0.6746,Chem. descriptors,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores,xgboost,6,nested,spearman,99,100,0.901,0.901,"{'learning_rate': 0.0316, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.527}",0.0316,2.0,500.0,0.527,-1.5003129173815961,learning_rate=0.0316;max_depth=2;n_estimators=500;subsample=0.527,0.9164,Scores,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores,xgboost,6,nested,spearman,42,100,0.8989,0.8989,"{'learning_rate': 0.0183, 'max_depth': 2, 'n_estimators': 500, 'subsample': 0.565}",0.0183,2.0,500.0,0.565,-1.7375489102695705,learning_rate=0.0183;max_depth=2;n_estimators=500;subsample=0.565,0.8982,Scores,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores,xgboost,6,nested,spearman,99,100,0.9008,0.9008,"{'learning_rate': 0.0175, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.513}",0.0175,2.0,450.0,0.513,-1.7569619513137056,learning_rate=0.0175;max_depth=2;n_estimators=450;subsample=0.513,0.8987,Scores,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores,xgboost,6,nested,spearman,62,100,0.9069,0.9069,"{'learning_rate': 0.0207, 'max_depth': 2, 'n_estimators': 450, 'subsample': 0.505}",0.0207,2.0,450.0,0.505,-1.6840296545430822,learning_rate=0.0207;max_depth=2;n_estimators=450;subsample=0.505,0.877,Scores,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores,xgboost,6,nested,spearman,75,100,0.8978,0.8978,"{'learning_rate': 0.0344, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.592}",0.0344,2.0,350.0,0.592,-1.4634415574284698,learning_rate=0.0344;max_depth=2;n_estimators=350;subsample=0.592,0.9156,Scores,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,73,100,0.9031,0.9031,"{'learning_rate': 0.0275, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.522}",0.0275,3.0,400.0,0.522,-1.5606673061697374,learning_rate=0.0275;max_depth=3;n_estimators=400;subsample=0.522,0.9106,Scores + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,98,100,0.9,0.9,"{'learning_rate': 0.0186, 'max_depth': 2, 'n_estimators': 600, 'subsample': 0.51}",0.0186,2.0,600.0,0.51,-1.7304870557820837,learning_rate=0.0186;max_depth=2;n_estimators=600;subsample=0.51,0.8994,Scores + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,82,100,0.9004,0.9004,"{'learning_rate': 0.0226, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.626}",0.0226,2.0,400.0,0.626,-1.645891560852599,learning_rate=0.0226;max_depth=2;n_estimators=400;subsample=0.626,0.8974,Scores + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,24,100,0.9056,0.9056,"{'learning_rate': 0.0158, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.54}",0.0158,3.0,500.0,0.54,-1.8013429130455774,learning_rate=0.0158;max_depth=3;n_estimators=500;subsample=0.54,0.878,Scores + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,89,100,0.8965,0.8965,"{'learning_rate': 0.0414, 'max_depth': 2, 'n_estimators': 300, 'subsample': 0.502}",0.0414,2.0,300.0,0.502,-1.3829996588791011,learning_rate=0.0414;max_depth=2;n_estimators=300;subsample=0.502,0.9239,Scores + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,81,100,0.8999,0.8999,"{'learning_rate': 0.0143, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.513}",0.0143,4.0,500.0,0.513,-1.8446639625349381,learning_rate=0.0143;max_depth=4;n_estimators=500;subsample=0.513,0.9103,Scores + Glide uncertainty + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,72,100,0.901,0.901,"{'learning_rate': 0.017, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.608}",0.017,2.0,550.0,0.608,-1.7695510786217261,learning_rate=0.017;max_depth=2;n_estimators=550;subsample=0.608,0.9012,Scores + Glide uncertainty + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,72,100,0.9011,0.9011,"{'learning_rate': 0.0243, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.597}",0.0243,2.0,550.0,0.597,-1.6143937264016879,learning_rate=0.0243;max_depth=2;n_estimators=550;subsample=0.597,0.8983,Scores + Glide uncertainty + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,64,100,0.9079,0.9079,"{'learning_rate': 0.0235, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.515}",0.0235,2.0,400.0,0.515,-1.6289321377282637,learning_rate=0.0235;max_depth=2;n_estimators=400;subsample=0.515,0.8794,Scores + Glide uncertainty + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,61,100,0.8982,0.8982,"{'learning_rate': 0.0288, 'max_depth': 2, 'n_estimators': 300, 'subsample': 0.583}",0.0288,2.0,300.0,0.583,-1.5406075122407692,learning_rate=0.0288;max_depth=2;n_estimators=300;subsample=0.583,0.921,Scores + Glide uncertainty + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,74,100,0.9084,0.9084,"{'learning_rate': 0.00737, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.52}",0.00737,3.0,450.0,0.52,-2.1325325121409486,learning_rate=0.00737;max_depth=3;n_estimators=450;subsample=0.52,0.9237,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,52,100,0.9117,0.9117,"{'learning_rate': 0.00131, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.548}",0.00131,4.0,600.0,0.548,-2.8827287043442356,learning_rate=0.00131;max_depth=4;n_estimators=600;subsample=0.548,0.9097,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,37,100,0.9104,0.9104,"{'learning_rate': 0.012, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.527}",0.012,2.0,400.0,0.527,-1.9208187539523751,learning_rate=0.012;max_depth=2;n_estimators=400;subsample=0.527,0.9022,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,33,100,0.9164,0.9164,"{'learning_rate': 0.00144, 'max_depth': 4, 'n_estimators': 400, 'subsample': 0.573}",0.00144,4.0,400.0,0.573,-2.8416375079047502,learning_rate=0.00144;max_depth=4;n_estimators=400;subsample=0.573,0.8816,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_glide_uncertainty_plus_chemical_descriptors_plus_target_context,xgboost,49,nested,spearman,22,100,0.9045,0.9045,"{'learning_rate': 0.00744, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.684}",0.00744,3.0,450.0,0.684,-2.1284270644541214,learning_rate=0.00744;max_depth=3;n_estimators=450;subsample=0.684,0.9313,Scores + Ranks + Rank summary + Glide uncertainty + Chem. descriptors + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,41,100,0.9079,0.9079,"{'learning_rate': 0.00884, 'max_depth': 2, 'n_estimators': 600, 'subsample': 0.654}",0.00884,2.0,600.0,0.654,-2.053547734986927,learning_rate=0.00884;max_depth=2;n_estimators=600;subsample=0.654,0.9221,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,90,100,0.9112,0.9112,"{'learning_rate': 0.00191, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.548}",0.00191,4.0,300.0,0.548,-2.7189666327522723,learning_rate=0.00191;max_depth=4;n_estimators=300;subsample=0.548,0.9104,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,38,100,0.911,0.911,"{'learning_rate': 0.00994, 'max_depth': 2, 'n_estimators': 300, 'subsample': 0.529}",0.00994,2.0,300.0,0.529,-2.002613615602687,learning_rate=0.00994;max_depth=2;n_estimators=300;subsample=0.529,0.8997,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,62,100,0.9166,0.9166,"{'learning_rate': 0.00606, 'max_depth': 4, 'n_estimators': 200, 'subsample': 0.543}",0.00606,4.0,200.0,0.543,-2.217527375833714,learning_rate=0.00606;max_depth=4;n_estimators=200;subsample=0.543,0.8832,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_method_ranks_plus_rank_summary_plus_target_context,xgboost,35,nested,spearman,86,100,0.9057,0.9057,"{'learning_rate': 0.00281, 'max_depth': 4, 'n_estimators': 550, 'subsample': 0.582}",0.00281,4.0,550.0,0.582,-2.55129368009492,learning_rate=0.00281;max_depth=4;n_estimators=550;subsample=0.582,0.9343,Scores + Ranks + Rank summary + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_target_context,xgboost,20,nested,spearman,58,100,0.9008,0.9008,"{'learning_rate': 0.0269, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.524}",0.0269,2.0,400.0,0.524,-1.570247719997592,learning_rate=0.0269;max_depth=2;n_estimators=400;subsample=0.524,0.9133,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_target_context,xgboost,20,nested,spearman,72,100,0.9,0.9,"{'learning_rate': 0.0155, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.514}",0.0155,2.0,550.0,0.514,-1.8096683018297086,learning_rate=0.0155;max_depth=2;n_estimators=550;subsample=0.514,0.8989,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_target_context,xgboost,20,nested,spearman,89,100,0.9014,0.9014,"{'learning_rate': 0.0232, 'max_depth': 2, 'n_estimators': 550, 'subsample': 0.517}",0.0232,2.0,550.0,0.517,-1.6345120151091004,learning_rate=0.0232;max_depth=2;n_estimators=550;subsample=0.517,0.9008,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_target_context,xgboost,20,nested,spearman,90,100,0.9089,0.9089,"{'learning_rate': 0.0213, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.502}",0.0213,2.0,350.0,0.502,-1.6716203965612624,learning_rate=0.0213;max_depth=2;n_estimators=350;subsample=0.502,0.8791,Scores + Target context,NA
na,na_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_target_context,xgboost,20,nested,spearman,52,100,0.8995,0.8995,"{'learning_rate': 0.0256, 'max_depth': 2, 'n_estimators': 350, 'subsample': 0.521}",0.0256,2.0,350.0,0.521,-1.5917600346881504,learning_rate=0.0256;max_depth=2;n_estimators=350;subsample=0.521,0.9212,Scores + Target context,NA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,chemical_descriptors,xgboost,13,nested,spearman,90,100,0.5958,0.5958,"{'learning_rate': 0.0429, 'max_depth': 8, 'n_estimators': 600, 'subsample': 0.758}",0.0429,8.0,600.0,0.758,-1.3675427078152758,learning_rate=0.0429;max_depth=8;n_estimators=600;subsample=0.758,0.7094,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,chemical_descriptors,xgboost,13,nested,spearman,96,100,0.5948,0.5948,"{'learning_rate': 0.255, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.91}",0.255,8.0,200.0,0.91,-0.5934598195660449,learning_rate=0.255;max_depth=8;n_estimators=200;subsample=0.91,0.6882,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,chemical_descriptors,xgboost,13,nested,spearman,33,100,0.6167,0.6167,"{'learning_rate': 0.124, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.952}",0.124,7.0,350.0,0.952,-0.906578314837765,learning_rate=0.124;max_depth=7;n_estimators=350;subsample=0.952,0.6865,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,chemical_descriptors,xgboost,13,nested,spearman,54,100,0.5981,0.5981,"{'learning_rate': 0.0416, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.607}",0.0416,6.0,400.0,0.607,-1.3809066693732572,learning_rate=0.0416;max_depth=6;n_estimators=400;subsample=0.607,0.7025,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,chemical_descriptors,xgboost,13,nested,spearman,61,100,0.5612,0.5612,"{'learning_rate': 0.126, 'max_depth': 8, 'n_estimators': 350, 'subsample': 0.75}",0.126,8.0,350.0,0.75,-0.8996294548824371,learning_rate=0.126;max_depth=8;n_estimators=350;subsample=0.75,0.6634,Chem. descriptors,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores,xgboost,6,nested,spearman,88,100,0.3215,0.3215,"{'learning_rate': 0.0144, 'max_depth': 8, 'n_estimators': 600, 'subsample': 0.802}",0.0144,8.0,600.0,0.802,-1.8416375079047504,learning_rate=0.0144;max_depth=8;n_estimators=600;subsample=0.802,0.3787,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores,xgboost,6,nested,spearman,94,100,0.333,0.333,"{'learning_rate': 0.0326, 'max_depth': 8, 'n_estimators': 600, 'subsample': 0.51}",0.0326,8.0,600.0,0.51,-1.486782399932061,learning_rate=0.0326;max_depth=8;n_estimators=600;subsample=0.51,0.3165,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores,xgboost,6,nested,spearman,96,100,0.3221,0.3221,"{'learning_rate': 0.0358, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.576}",0.0358,8.0,550.0,0.576,-1.4461169733561257,learning_rate=0.0358;max_depth=8;n_estimators=550;subsample=0.576,0.3377,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores,xgboost,6,nested,spearman,82,100,0.3289,0.3289,"{'learning_rate': 0.0624, 'max_depth': 8, 'n_estimators': 500, 'subsample': 0.977}",0.0624,8.0,500.0,0.977,-1.204815410317576,learning_rate=0.0624;max_depth=8;n_estimators=500;subsample=0.977,0.3786,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores,xgboost,6,nested,spearman,90,100,0.2717,0.2717,"{'learning_rate': 0.0613, 'max_depth': 8, 'n_estimators': 450, 'subsample': 0.921}",0.0613,8.0,450.0,0.921,-1.212539525481585,learning_rate=0.0613;max_depth=8;n_estimators=450;subsample=0.921,0.3071,Scores,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,92,100,0.5101,0.5101,"{'learning_rate': 0.0174, 'max_depth': 8, 'n_estimators': 550, 'subsample': 0.765}",0.0174,8.0,550.0,0.765,-1.7594507517174003,learning_rate=0.0174;max_depth=8;n_estimators=550;subsample=0.765,0.6389,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,97,100,0.4981,0.4981,"{'learning_rate': 0.0154, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.909}",0.0154,7.0,500.0,0.909,-1.812479279163537,learning_rate=0.0154;max_depth=7;n_estimators=500;subsample=0.909,0.5877,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_2,2,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,74,100,0.5592,0.5592,"{'learning_rate': 0.0334, 'max_depth': 7, 'n_estimators': 600, 'subsample': 0.883}",0.0334,7.0,600.0,0.883,-1.4762535331884354,learning_rate=0.0334;max_depth=7;n_estimators=600;subsample=0.883,0.5846,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_3,3,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,83,100,0.5273,0.5273,"{'learning_rate': 0.0195, 'max_depth': 8, 'n_estimators': 400, 'subsample': 0.859}",0.0195,8.0,400.0,0.859,-1.709965388637482,learning_rate=0.0195;max_depth=8;n_estimators=400;subsample=0.859,0.6559,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_4,4,method_scores_plus_chemical_descriptors_plus_target_context,xgboost,33,nested,spearman,34,100,0.4723,0.4723,"{'learning_rate': 0.0596, 'max_depth': 8, 'n_estimators': 400, 'subsample': 0.73}",0.0596,8.0,400.0,0.73,-1.2247537402597635,learning_rate=0.0596;max_depth=8;n_estimators=400;subsample=0.73,0.605,Scores + Chem. descriptors + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_0,0,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,17,100,0.2694,0.2694,"{'learning_rate': 0.144, 'max_depth': 8, 'n_estimators': 450, 'subsample': 0.904}",0.144,8.0,450.0,0.904,-0.8416375079047503,learning_rate=0.144;max_depth=8;n_estimators=450;subsample=0.904,0.2993,Scores + Glide uncertainty + Target context,PA
pa,pa_random_kfold_cv_nested_tuning,outer_fold_1,1,method_scores_plus_glide_uncertainty_plus_target_context,xgboost,21,nested,spearman,31,100,0.2727,0.2727,"{'learning_rate': 0.0155, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.807}",0.0155,5.0,300.0,0.807,-1.8096683018297086,learning_rate=0.0155;max_depth=5;n_estimators=300;subsample=0.807,0.2189,Scores + Glide uncertainty + Target context,PA
