dataset_label,dataset_display,id,observed_mean_pkd,predicted_mean_pkd,observed_worst_strain,observed_worst_strain_display,predicted_worst_strain,predicted_worst_strain_display,observed_worst_pkd,predicted_worst_pkd,observed_strain_range,predicted_strain_range,heatmap_row,label_pkd_ph1n1,pred_mean_ph1n1,residual_ph1n1,abs_error_ph1n1,label_pkd_h3n2,pred_mean_h3n2,residual_h3n2,abs_error_h3n2,label_pkd_h5n1,pred_mean_h5n1,residual_h5n1,abs_error_h5n1
pa,PA,36322-90-4,5.792666666666666,5.374533333333333,h3n2,H3N2,h3n2,H3N2,5.475,5.0918,0.5650000000000004,0.43210000000000015,25,5.863,5.5239,0.3391000000000002,0.3391000000000002,5.475,5.0918,0.38319999999999954,0.38319999999999954,6.04,5.5079,0.5320999999999998,0.5320999999999998
pa,PA,57-66-9,5.766666666666667,5.396733333333333,h3n2,H3N2,h3n2,H3N2,5.61,5.1562,0.3199999999999994,0.38589999999999947,26,5.76,5.4919,0.26809999999999956,0.26809999999999956,5.61,5.1562,0.4538000000000002,0.4538000000000002,5.93,5.5421,0.38790000000000013,0.38790000000000013
pa,PA,159811-51-5,5.7459999999999996,5.317333333333333,h3n2,H3N2,ph1n1,pH1N1,5.42,5.06,0.835,0.7720000000000002,27,5.563,5.06,0.5030000000000001,0.5030000000000001,5.42,5.832,-0.4119999999999999,0.4119999999999999,6.255,5.06,1.1950000000000003,1.1950000000000003
pa,PA,13010-47-4,5.7330000000000005,5.558466666666667,ph1n1,pH1N1,h3n2,H3N2,5.706,5.4764,0.05799999999999983,0.16439999999999966,28,5.706,5.5582,0.14780000000000015,0.14780000000000015,5.764,5.4764,0.2876000000000003,0.2876000000000003,5.729,5.6408,0.0882000000000005,0.0882000000000005
pa,PA,83-88-5,5.727999999999999,5.498433333333334,h5n1,H5N1,h3n2,H3N2,5.612,5.2855,0.20399999999999974,0.4026000000000005,29,5.816,5.6881,0.12789999999999946,0.12789999999999946,5.756,5.2855,0.47050000000000036,0.47050000000000036,5.612,5.5217,0.09030000000000005,0.09030000000000005
pa,PA,144-82-1,5.6883333333333335,5.2879000000000005,h3n2,H3N2,ph1n1,pH1N1,5.191,5.0849,1.1130000000000004,0.609,30,6.304,5.0849,1.2191,1.2191,5.191,5.0849,0.10609999999999964,0.10609999999999964,5.57,5.6939,-0.1238999999999999,0.1238999999999999
pa,PA,147403-03-0,5.595,5.266766666666666,h3n2,H3N2,ph1n1,pH1N1,5.038,4.8479,1.4329999999999998,1.1818999999999997,31,5.276,4.8479,0.4280999999999997,0.4280999999999997,5.038,6.0298,-0.9917999999999996,0.9917999999999996,6.471,4.9226,1.5484,1.5484
pa,PA,112885-42-4,5.575,5.558599999999999,h3n2,H3N2,ph1n1,pH1N1,5.1,5.1931,0.7530000000000001,0.6109,32,5.772,5.1931,0.5789,0.5789,5.1,5.804,-0.7040000000000006,0.7040000000000006,5.853,5.6787,0.17429999999999968,0.17429999999999968
pa,PA,67-73-2,5.534,5.264766666666667,h3n2,H3N2,h3n2,H3N2,5.377,5.2008,0.359,0.14470000000000027,33,5.736,5.248,0.48799999999999955,0.48799999999999955,5.377,5.2008,0.1761999999999997,0.1761999999999997,5.489,5.3455,0.14349999999999952,0.14349999999999952
pa,PA,19387-91-8,5.526,5.4665,ph1n1,pH1N1,h3n2,H3N2,5.337,5.2528,0.4590000000000005,0.4104000000000001,34,5.337,5.6632,-0.32620000000000005,0.32620000000000005,5.796,5.2528,0.5432000000000006,0.5432000000000006,5.445,5.4835,-0.03849999999999998,0.03849999999999998
pa,PA,71-58-9,5.513333333333333,5.088066666666666,h3n2,H3N2,ph1n1,pH1N1,5.225,4.4296,0.4480000000000004,1.0837000000000003,35,5.642,4.4296,1.2124000000000006,1.2124000000000006,5.225,5.5133,-0.28830000000000044,0.28830000000000044,5.673,5.3213,0.3517000000000001,0.3517000000000001
pa,PA,75695-93-1,5.505,5.3374,ph1n1,pH1N1,ph1n1,pH1N1,5.087,5.3016,0.7469999999999999,0.10740000000000016,36,5.087,5.3016,-0.2145999999999999,0.2145999999999999,5.834,5.3016,0.5324,0.5324,5.594,5.409,0.1850000000000005,0.1850000000000005
pa,PA,103-16-2,5.4510000000000005,5.389833333333333,h5n1,H5N1,ph1n1,pH1N1,5.166,5.1389,0.5549999999999997,0.3764000000000003,37,5.721,5.1389,0.5821000000000005,0.5821000000000005,5.466,5.5153,-0.04929999999999968,0.04929999999999968,5.166,5.5153,-0.3492999999999995,0.3492999999999995
pa,PA,134523-03-8,5.450666666666667,4.6026,h5n1,H5N1,ph1n1,pH1N1,5.328,4.2587,0.36299999999999955,1.0316999999999998,38,5.691,4.2587,1.4322999999999997,1.4322999999999997,5.333,4.2587,1.0743,1.0743,5.328,5.2904,0.0376000000000003,0.0376000000000003
pa,PA,62571-86-2,5.450333333333333,5.199233333333333,ph1n1,pH1N1,h5n1,H5N1,5.193,4.8728,0.45500000000000007,0.5682,39,5.193,5.441,-0.24800000000000022,0.24800000000000022,5.51,5.2839,0.22609999999999975,0.22609999999999975,5.648,4.8728,0.7751999999999999,0.7751999999999999
pa,PA,548-62-9,5.426666666666667,4.960533333333333,h3n2,H3N2,h3n2,H3N2,5.252,4.9594,0.3860000000000001,0.0034000000000000696,40,5.638,4.9628,0.6752000000000002,0.6752000000000002,5.252,4.9594,0.2926000000000002,0.2926000000000002,5.39,4.9594,0.4306000000000001,0.4306000000000001
pa,PA,105816-04-4,5.420999999999999,5.079266666666666,h3n2,H3N2,h5n1,H5N1,4.743,4.7044,1.0299999999999994,1.0587,41,5.773,4.7703,1.0027,1.0027,4.743,5.7631,-1.0200999999999993,1.0200999999999993,5.747,4.7044,1.0426000000000002,1.0426000000000002
pa,PA,797-63-7,5.3790000000000004,4.758,ph1n1,pH1N1,ph1n1,pH1N1,4.881,4.758,0.8309999999999995,0.0,42,4.881,4.758,0.12300000000000022,0.12300000000000022,5.712,4.758,0.9539999999999997,0.9539999999999997,5.544,4.758,0.7859999999999996,0.7859999999999996
pa,PA,148-79-8,5.344666666666666,4.780166666666667,h5n1,H5N1,h3n2,H3N2,5.128,4.5696,0.44399999999999995,0.6316999999999995,43,5.334,5.2013,0.13269999999999982,0.13269999999999982,5.572,4.5696,1.0023999999999997,1.0023999999999997,5.128,4.5696,0.5583999999999998,0.5583999999999998
pa,PA,147-94-4,5.325333333333334,4.783533333333334,h3n2,H3N2,h3n2,H3N2,5.083,4.5076,0.6390000000000002,0.8277999999999999,44,5.171,5.3354,-0.16439999999999966,0.16439999999999966,5.083,4.5076,0.5754000000000001,0.5754000000000001,5.722,4.5076,1.2144000000000004,1.2144000000000004
pa,PA,61718-82-9,5.325,5.204400000000001,h5n1,H5N1,ph1n1,pH1N1,4.702,4.8162,1.3120000000000003,0.5823,45,6.014,4.8162,1.1978,1.1978,5.259,5.3985,-0.13949999999999996,0.13949999999999996,4.702,5.3985,-0.6965000000000003,0.6965000000000003
pa,PA,70476-82-3,5.314,4.962166666666667,ph1n1,pH1N1,ph1n1,pH1N1,5.255,4.8553,0.16800000000000015,0.32060000000000066,46,5.255,4.8553,0.39970000000000017,0.39970000000000017,5.423,4.8553,0.5677000000000003,0.5677000000000003,5.264,5.1759,0.08809999999999985,0.08809999999999985
pa,PA,204255-11-8,5.301666666666667,5.088766666666667,h3n2,H3N2,ph1n1,pH1N1,4.912,4.8745,0.851,0.6427999999999994,47,5.23,4.8745,0.35550000000000015,0.35550000000000015,4.912,5.5173,-0.6052999999999997,0.6052999999999997,5.763,4.8745,0.8884999999999996,0.8884999999999996
pa,PA,144689-63-4,5.299666666666667,4.948933333333334,ph1n1,pH1N1,h5n1,H5N1,5.02,4.933,0.5940000000000003,0.023900000000000254,48,5.02,4.9569,0.06309999999999949,0.06309999999999949,5.614,4.9569,0.6570999999999998,0.6570999999999998,5.265,4.933,0.33199999999999985,0.33199999999999985
pa,PA,274693-27-5,5.294333333333333,5.019266666666667,h5n1,H5N1,ph1n1,pH1N1,5.186,5.0107,0.18100000000000005,0.0257000000000005,49,5.367,5.0107,0.35630000000000006,0.35630000000000006,5.33,5.0107,0.31930000000000014,0.31930000000000014,5.186,5.0364,0.1495999999999995,0.1495999999999995
pa,PA,201530-41-8,5.293666666666667,5.328533333333334,h5n1,H5N1,h3n2,H3N2,5.058,5.2429,0.5200000000000005,0.2154000000000007,50,5.245,5.2844,-0.03939999999999966,0.03939999999999966,5.578,5.2429,0.3351000000000006,0.3351000000000006,5.058,5.4583,-0.40030000000000054,0.40030000000000054
pa,PA,2192-20-3,5.269666666666667,4.766000000000001,h3n2,H3N2,h3n2,H3N2,4.917,4.739,0.5990000000000002,0.0810000000000004,51,5.376,4.82,0.556,0.556,4.917,4.739,0.17799999999999994,0.17799999999999994,5.516,4.739,0.7770000000000001,0.7770000000000001
pa,PA,4342-03-4,5.261,4.3047,h5n1,H5N1,ph1n1,pH1N1,4.887,4.3047,0.7190000000000003,0.0,52,5.606,4.3047,1.3012999999999995,1.3012999999999995,5.29,4.3047,0.9852999999999996,0.9852999999999996,4.887,4.3047,0.5822999999999992,0.5822999999999992
pa,PA,367514-88-3,5.250333333333333,5.529933333333333,h5n1,H5N1,h3n2,H3N2,4.318,4.9102,1.6840000000000002,0.9296000000000006,53,5.431,5.8398,-0.4088000000000003,0.4088000000000003,6.002,4.9102,1.0918,1.0918,4.318,5.8398,-1.5218000000000007,1.5218000000000007
pa,PA,2030-63-9,5.240666666666667,4.884,ph1n1,pH1N1,ph1n1,pH1N1,4.904,4.8502,0.5149999999999997,0.10139999999999993,54,4.904,4.8502,0.05379999999999985,0.05379999999999985,5.419,4.8502,0.5687999999999995,0.5687999999999995,5.399,4.9516,0.4474,0.4474
pa,PA,1069-66-5,5.24,5.114033333333333,h3n2,H3N2,h3n2,H3N2,5.131,5.0197,0.21799999999999997,0.16999999999999993,55,5.24,5.1327,0.1073000000000004,0.1073000000000004,5.131,5.0197,0.11129999999999995,0.11129999999999995,5.349,5.1897,0.1593,0.1593
pa,PA,188062-50-2,5.222666666666666,5.049933333333333,h5n1,H5N1,ph1n1,pH1N1,5.149,4.9391,0.13999999999999968,0.25180000000000025,56,5.289,4.9391,0.3498999999999999,0.3498999999999999,5.23,5.0198,0.2102000000000004,0.2102000000000004,5.149,5.1909,-0.04190000000000005,0.04190000000000005
pa,PA,138530-94-6,5.222,5.014966666666667,ph1n1,pH1N1,h5n1,H5N1,5.115,4.6943,0.2160000000000002,0.5108999999999995,57,5.115,5.2052,-0.09019999999999939,0.09019999999999939,5.22,5.1454,0.07459999999999933,0.07459999999999933,5.331,4.6943,0.6367000000000003,0.6367000000000003
pa,PA,155206-00-1,5.2203333333333335,5.094666666666666,h3n2,H3N2,h5n1,H5N1,4.704,4.9348,0.7800000000000002,0.2397999999999998,58,5.473,5.1746,0.2984,0.2984,4.704,5.1746,-0.47060000000000013,0.47060000000000013,5.484,4.9348,0.5491999999999999,0.5491999999999999
pa,PA,175865-59-5,5.218,4.8245,h3n2,H3N2,ph1n1,pH1N1,4.694,4.6709,1.5410000000000004,0.46080000000000076,59,6.235,4.6709,1.5641000000000007,1.5641000000000007,4.694,4.6709,0.023100000000000342,0.023100000000000342,4.725,5.1317,-0.4067000000000007,0.4067000000000007
pa,PA,3717-88-2,5.199666666666666,5.0957,h5n1,H5N1,h3n2,H3N2,4.562,5.0429,1.266,0.15839999999999943,60,5.209,5.2013,0.007699999999999818,0.007699999999999818,5.828,5.0429,0.7850999999999999,0.7850999999999999,4.562,5.0429,-0.4809000000000001,0.4809000000000001
pa,PA,122111-03-9,5.198333333333334,4.768633333333334,h3n2,H3N2,ph1n1,pH1N1,4.714,4.4167,1.0919999999999996,0.5279000000000007,61,5.075,4.4167,0.6583000000000006,0.6583000000000006,4.714,4.9446,-0.23059999999999992,0.23059999999999992,5.806,4.9446,0.8613999999999997,0.8613999999999997
pa,PA,122883-93-6,5.175999999999999,5.047433333333333,h5n1,H5N1,h3n2,H3N2,4.736,4.9141,0.952,0.1999999999999993,62,5.104,5.1141,-0.010099999999999554,0.010099999999999554,5.688,4.9141,0.7738999999999994,0.7738999999999994,4.736,5.1141,-0.3780999999999999,0.3780999999999999
pa,PA,160970-54-7,5.164666666666666,4.952933333333333,ph1n1,pH1N1,h5n1,H5N1,5.0,4.9066,0.27700000000000014,0.06949999999999967,63,5.0,4.9761,0.023900000000000254,0.023900000000000254,5.277,4.9761,0.3009000000000004,0.3009000000000004,5.217,4.9066,0.31039999999999957,0.31039999999999957
pa,PA,880149-29-1,5.1626666666666665,4.4671666666666665,h3n2,H3N2,ph1n1,pH1N1,4.946,4.2875,0.45699999999999985,0.5390000000000006,64,5.403,4.2875,1.1155,1.1155,4.946,4.2875,0.6585000000000001,0.6585000000000001,5.139,4.8265,0.3125,0.3125
pa,PA,82034-46-6,5.1626666666666665,4.8946,h3n2,H3N2,h5n1,H5N1,5.096,4.8293,0.1429999999999998,0.15479999999999983,65,5.153,4.8704,0.2825999999999995,0.2825999999999995,5.096,4.9841,0.11190000000000033,0.11190000000000033,5.239,4.8293,0.40969999999999995,0.40969999999999995
pa,PA,17321-77-6,5.159666666666666,5.1571,h5n1,H5N1,h3n2,H3N2,4.904,4.9791,0.5190000000000001,0.2846000000000002,66,5.152,5.2285,-0.07650000000000023,0.07650000000000023,5.423,4.9791,0.4439000000000002,0.4439000000000002,4.904,5.2637,-0.35970000000000013,0.35970000000000013
pa,PA,196597-26-9,5.156666666666666,4.723066666666667,h3n2,H3N2,ph1n1,pH1N1,4.521,4.3021,1.5350000000000001,0.9950000000000001,67,4.893,4.3021,0.5908999999999995,0.5908999999999995,4.521,5.2971,-0.7761000000000005,0.7761000000000005,6.056,4.57,1.4859999999999998,1.4859999999999998
pa,PA,320345-99-1,5.1499999999999995,5.007133333333333,ph1n1,pH1N1,ph1n1,pH1N1,4.846,4.9127,0.6150000000000002,0.28329999999999966,68,4.846,4.9127,-0.06669999999999998,0.06669999999999998,5.461,4.9127,0.5483000000000002,0.5483000000000002,5.143,5.196,-0.052999999999999936,0.052999999999999936
pa,PA,72-14-0,5.1146666666666665,4.874766666666667,ph1n1,pH1N1,h5n1,H5N1,4.943,4.8071,0.3520000000000003,0.1014999999999997,69,4.943,4.9086,0.034399999999999764,0.034399999999999764,5.295,4.9086,0.3864000000000001,0.3864000000000001,5.106,4.8071,0.2988999999999997,0.2988999999999997
pa,PA,133-67-5,5.083666666666667,4.8626,h5n1,H5N1,ph1n1,pH1N1,4.489,4.5078,1.7010000000000005,0.5322000000000005,70,6.19,4.5078,1.6822000000000008,1.6822000000000008,4.572,5.04,-0.46799999999999997,0.46799999999999997,4.489,5.04,-0.5510000000000002,0.5510000000000002
pa,PA,521-78-8,5.081666666666666,5.0557,h3n2,H3N2,h5n1,H5N1,4.9,4.9795,0.27499999999999947,0.11430000000000007,71,5.175,5.0938,0.08119999999999994,0.08119999999999994,4.9,5.0938,-0.19379999999999953,0.19379999999999953,5.17,4.9795,0.1905000000000001,0.1905000000000001
pa,PA,63-92-3,5.036666666666666,4.816333333333334,h3n2,H3N2,h5n1,H5N1,4.616,4.5364,0.7140000000000004,0.4198999999999993,72,5.164,4.9563,0.2077,0.2077,4.616,4.9563,-0.34030000000000005,0.34030000000000005,5.33,4.5364,0.7935999999999996,0.7935999999999996
pa,PA,179324-69-7,5.034,4.946966666666667,h3n2,H3N2,h5n1,H5N1,4.884,4.8876,0.3779999999999992,0.09590000000000032,73,4.956,4.9698,-0.013799999999999812,0.013799999999999812,4.884,4.9835,-0.09949999999999992,0.09949999999999992,5.262,4.8876,0.3743999999999996,0.3743999999999996
pa,PA,90357-06-5,5.0120000000000005,4.8754333333333335,h3n2,H3N2,ph1n1,pH1N1,4.774,4.8123,0.532,0.1634000000000002,74,4.956,4.8123,0.14370000000000083,0.14370000000000083,4.774,4.9757,-0.20169999999999977,0.20169999999999977,5.306,4.8383,0.4676999999999998,0.4676999999999998
pa,PA,190786-44-8,5.010333333333333,4.947833333333334,h3n2,H3N2,ph1n1,pH1N1,4.898,4.8955,0.2370000000000001,0.09100000000000019,75,5.135,4.8955,0.2394999999999996,0.2394999999999996,4.898,4.9865,-0.08850000000000069,0.08850000000000069,4.998,4.9615,0.0365000000000002,0.0365000000000002
pa,PA,62-31-7,5.007666666666666,4.728133333333333,h5n1,H5N1,h5n1,H5N1,4.849,4.5342,0.351,0.3666999999999998,76,5.2,4.9009,0.29910000000000014,0.29910000000000014,4.974,4.7493,0.22470000000000034,0.22470000000000034,4.849,4.5342,0.31479999999999997,0.31479999999999997
pa,PA,141505-33-1,4.995,4.607766666666667,h3n2,H3N2,h5n1,H5N1,4.37,4.3404,1.2139999999999995,0.4344999999999999,77,5.584,4.7749,0.8090999999999999,0.8090999999999999,4.37,4.708,-0.3380000000000001,0.3380000000000001,5.031,4.3404,0.6905999999999999,0.6905999999999999
pa,PA,119413-54-6,4.963333333333334,4.937733333333333,ph1n1,pH1N1,h3n2,H3N2,4.661,4.6574,0.5590000000000002,0.42049999999999965,78,4.661,5.0779,-0.41690000000000005,0.41690000000000005,5.22,4.6574,0.5625999999999998,0.5625999999999998,5.009,5.0779,-0.0688999999999993,0.0688999999999993
pa,PA,170729-80-3,4.961333333333333,4.6162,h5n1,H5N1,ph1n1,pH1N1,4.84,4.6162,0.31700000000000017,0.0,79,5.157,4.6162,0.5408,0.5408,4.887,4.6162,0.2707999999999995,0.2707999999999995,4.84,4.6162,0.22379999999999978,0.22379999999999978
pa,PA,105462-24-6,4.953666666666667,4.767499999999999,ph1n1,pH1N1,h5n1,H5N1,4.853,4.694,0.2629999999999999,0.13130000000000042,80,4.853,4.8253,0.027699999999999392,0.027699999999999392,5.116,4.7832,0.33279999999999976,0.33279999999999976,4.892,4.694,0.1980000000000004,0.1980000000000004
pa,PA,76824-35-6,4.950333333333333,4.977166666666666,h3n2,H3N2,ph1n1,pH1N1,4.903,4.9687,0.07900000000000063,0.012699999999999712,81,4.966,4.9687,-0.0026999999999999247,0.0026999999999999247,4.903,4.9814,-0.07840000000000025,0.07840000000000025,4.982,4.9814,0.000600000000000378,0.000600000000000378
pa,PA,79-57-2,4.949666666666666,4.7984333333333336,h3n2,H3N2,h5n1,H5N1,4.712,4.6645,0.5790000000000006,0.2192999999999996,82,4.846,4.8838,-0.037799999999999834,0.037799999999999834,4.712,4.847,-0.13500000000000068,0.13500000000000068,5.291,4.6645,0.6265000000000001,0.6265000000000001
pa,PA,304-20-1,4.944,4.5504,h3n2,H3N2,ph1n1,pH1N1,4.598,4.2933,0.8280000000000003,0.4350999999999994,83,4.808,4.2933,0.5146999999999995,0.5146999999999995,4.598,4.6295,-0.031500000000000306,0.031500000000000306,5.426,4.7284,0.6976000000000004,0.6976000000000004
pa,PA,548-73-2,4.939666666666667,4.532699999999999,ph1n1,pH1N1,h3n2,H3N2,4.099,4.2534,1.5889999999999995,0.8379000000000003,84,4.099,5.0913,-0.9923000000000002,0.9923000000000002,5.032,4.2534,0.7786,0.7786,5.688,4.2534,1.4345999999999997,1.4345999999999997
pa,PA,849217-68-1,4.935,4.685966666666666,ph1n1,pH1N1,h5n1,H5N1,4.469,4.4999,1.2309999999999999,0.5013999999999994,85,4.469,4.5567,-0.08769999999999989,0.08769999999999989,4.636,5.0013,-0.3652999999999995,0.3652999999999995,5.7,4.4999,1.2001,1.2001
pa,PA,141-90-2,4.933,4.676366666666667,h5n1,H5N1,h5n1,H5N1,4.881,4.4254,0.1120000000000001,0.5213999999999999,86,4.925,4.9468,-0.02179999999999982,0.02179999999999982,4.993,4.6569,0.33610000000000007,0.33610000000000007,4.881,4.4254,0.45560000000000045,0.45560000000000045
pa,PA,72-33-3,4.932333333333333,4.928866666666667,h5n1,H5N1,h3n2,H3N2,4.442,4.7031,0.9299999999999997,0.38149999999999995,87,4.983,4.9989,-0.015900000000000247,0.015900000000000247,5.372,4.7031,0.6688999999999998,0.6688999999999998,4.442,5.0846,-0.6425999999999998,0.6425999999999998
pa,PA,82640-04-8,4.9319999999999995,4.799333333333333,h3n2,H3N2,ph1n1,pH1N1,4.717,4.7542,0.39200000000000035,0.06770000000000032,88,4.97,4.7542,0.21579999999999977,0.21579999999999977,4.717,4.8219,-0.10490000000000066,0.10490000000000066,5.109,4.8219,0.2870999999999997,0.2870999999999997
pa,PA,113852-37-2,4.927333333333333,4.650133333333334,h3n2,H3N2,ph1n1,pH1N1,4.222,4.6073,1.561,0.12849999999999984,89,5.783,4.6073,1.1757,1.1757,4.222,4.6073,-0.3853,0.3853,4.777,4.7358,0.0411999999999999,0.0411999999999999
pa,PA,139110-80-8,4.9223333333333334,4.3585,ph1n1,pH1N1,ph1n1,pH1N1,4.432,4.3585,1.4259999999999993,0.0,90,4.432,4.3585,0.07350000000000012,0.07350000000000012,4.477,4.3585,0.11850000000000005,0.11850000000000005,5.858,4.3585,1.4994999999999994,1.4994999999999994
pa,PA,120511-73-1,4.907666666666667,4.9014,h3n2,H3N2,h5n1,H5N1,4.687,4.8014,0.4119999999999999,0.14999999999999947,91,4.937,4.9514,-0.014399999999999302,0.014399999999999302,4.687,4.9514,-0.2643999999999993,0.2643999999999993,5.099,4.8014,0.2976000000000001,0.2976000000000001
pa,PA,171599-83-0,4.903333333333333,4.8138000000000005,h5n1,H5N1,h3n2,H3N2,4.305,4.5281,1.4370000000000003,0.4478,92,4.663,4.9759,-0.31289999999999996,0.31289999999999996,5.742,4.5281,1.2138999999999998,1.2138999999999998,4.305,4.9374,-0.6324000000000005,0.6324000000000005
pa,PA,941678-49-5,4.8950000000000005,4.6345,ph1n1,pH1N1,h3n2,H3N2,4.607,4.6155,0.734,0.057000000000000384,93,4.607,4.6725,-0.06550000000000011,0.06550000000000011,4.737,4.6155,0.12150000000000016,0.12150000000000016,5.341,4.6155,0.7255000000000003,0.7255000000000003
pa,PA,104227-87-4,4.891666666666667,4.6725,h5n1,H5N1,ph1n1,pH1N1,4.564,4.529,0.5599999999999996,0.4305000000000003,94,5.124,4.529,0.5949999999999998,0.5949999999999998,4.987,4.529,0.4580000000000002,0.4580000000000002,4.564,4.9595,-0.3955000000000002,0.3955000000000002
pa,PA,154361-50-9,4.890666666666667,4.8303,ph1n1,pH1N1,h3n2,H3N2,4.712,4.7814,0.3100000000000005,0.08290000000000042,95,4.712,4.8643,-0.15230000000000032,0.15230000000000032,5.022,4.7814,0.2406000000000006,0.2406000000000006,4.938,4.8452,0.09279999999999955,0.09279999999999955
pa,PA,71675-85-9,4.8790000000000004,4.752866666666667,h3n2,H3N2,ph1n1,pH1N1,4.642,4.7202,0.4219999999999997,0.04899999999999949,96,4.931,4.7202,0.21079999999999988,0.21079999999999988,4.642,4.7692,-0.1271999999999993,0.1271999999999993,5.064,4.7692,0.2948000000000004,0.2948000000000004
pa,PA,117-37-3,4.873,4.442366666666666,ph1n1,pH1N1,h3n2,H3N2,4.082,4.0767,1.9699999999999998,1.0970000000000004,97,4.082,5.1737,-1.0917000000000003,1.0917000000000003,6.052,4.0767,1.9752999999999998,1.9752999999999998,4.485,4.0767,0.40830000000000055,0.40830000000000055
pa,PA,54527-84-3,4.868333333333333,4.870866666666666,ph1n1,pH1N1,h3n2,H3N2,4.333,4.8702,0.8579999999999997,0.001000000000000334,98,4.333,4.8712,-0.5381999999999998,0.5381999999999998,5.081,4.8702,0.21080000000000076,0.21080000000000076,5.191,4.8712,0.31979999999999986,0.31979999999999986
pa,PA,141625-93-6,4.862333333333333,4.3561,h3n2,H3N2,ph1n1,pH1N1,4.176,4.0496,1.681,0.9195000000000002,99,4.554,4.0496,0.5044000000000004,0.5044000000000004,4.176,4.9691,-0.7930999999999999,0.7930999999999999,5.857,4.0496,1.8074000000000003,1.8074000000000003
pa,PA,62-97-5,4.860666666666667,4.828533333333334,h3n2,H3N2,ph1n1,pH1N1,4.612,4.7042,0.41500000000000004,0.25729999999999986,100,4.943,4.7042,0.23879999999999946,0.23879999999999946,4.612,4.9615,-0.3494999999999999,0.3494999999999999,5.027,4.8199,0.2071000000000005,0.2071000000000005
pa,PA,107133-36-8,4.859666666666667,4.8298,ph1n1,pH1N1,h3n2,H3N2,4.6,4.7541,0.3960000000000008,0.1974999999999998,101,4.6,4.9516,-0.35160000000000036,0.35160000000000036,4.983,4.7541,0.22889999999999944,0.22889999999999944,4.996,4.7837,0.21230000000000082,0.21230000000000082
pa,PA,129722-12-9,4.853000000000001,4.8950000000000005,h3n2,H3N2,h5n1,H5N1,4.225,4.7333,1.1210000000000004,0.27420000000000044,102,4.988,5.0075,-0.01949999999999985,0.01949999999999985,4.225,4.9442,-0.7192000000000007,0.7192000000000007,5.346,4.7333,0.6127000000000002,0.6127000000000002
pa,PA,25451-15-4,4.833333333333333,4.412433333333333,h3n2,H3N2,ph1n1,pH1N1,4.339,4.2545,1.1689999999999996,0.34330000000000016,103,5.508,4.2545,1.2534999999999998,1.2534999999999998,4.339,4.385,-0.045999999999999375,0.045999999999999375,4.653,4.5978,0.05519999999999925,0.05519999999999925
pa,PA,124750-99-8,4.833333333333333,4.781066666666667,ph1n1,pH1N1,h3n2,H3N2,4.628,4.771,0.45199999999999996,0.015100000000000335,104,4.628,4.7861,-0.15810000000000013,0.15810000000000013,4.792,4.771,0.020999999999999908,0.020999999999999908,5.08,4.7861,0.29389999999999983,0.29389999999999983
pa,PA,144060-53-7,4.827333333333333,4.7458,ph1n1,pH1N1,h5n1,H5N1,4.584,4.5655,0.42799999999999994,0.3595999999999995,105,4.584,4.9251,-0.34109999999999996,0.34109999999999996,4.886,4.7468,0.13919999999999977,0.13919999999999977,5.012,4.5655,0.44649999999999945,0.44649999999999945
pa,PA,1508-65-2,4.8260000000000005,4.648733333333333,h5n1,H5N1,h3n2,H3N2,4.684,4.6034,0.383,0.13600000000000012,106,4.727,4.7394,-0.012399999999999523,0.012399999999999523,5.067,4.6034,0.46360000000000046,0.46360000000000046,4.684,4.6034,0.08060000000000045,0.08060000000000045
pa,PA,223673-61-8,4.824666666666666,4.9387,h5n1,H5N1,h5n1,H5N1,4.721,4.8689,0.1739999999999995,0.10470000000000024,107,4.858,4.9736,-0.11560000000000059,0.11560000000000059,4.895,4.9736,-0.07860000000000067,0.07860000000000067,4.721,4.8689,-0.14789999999999992,0.14789999999999992
pa,PA,242478-38-2,4.816333333333334,4.5502666666666665,h3n2,H3N2,h5n1,H5N1,4.368,4.5116,1.0519999999999996,0.05800000000000072,108,4.661,4.5696,0.09139999999999926,0.09139999999999926,4.368,4.5696,-0.2016,0.2016,5.42,4.5116,0.9084000000000003,0.9084000000000003
pa,PA,65277-42-1,4.796,4.793666666666667,h3n2,H3N2,h5n1,H5N1,4.325,4.572,0.8999999999999995,0.5076999999999998,109,4.838,4.7293,0.1086999999999998,0.1086999999999998,4.325,5.0797,-0.7546999999999997,0.7546999999999997,5.225,4.572,0.6529999999999996,0.6529999999999996
pa,PA,137-58-6,4.793,4.8704,h3n2,H3N2,ph1n1,pH1N1,3.991,4.3232,1.6270000000000002,0.8654999999999999,110,5.618,4.3232,1.2948000000000004,1.2948000000000004,3.991,5.1887,-1.1976999999999998,1.1976999999999998,4.77,5.0993,-0.3293000000000008,0.3293000000000008
pa,PA,133099-07-7,4.777333333333333,4.7197,h3n2,H3N2,ph1n1,pH1N1,4.391,4.7197,1.061,0.0,111,4.489,4.7197,-0.23069999999999968,0.23069999999999968,4.391,4.7197,-0.32869999999999955,0.32869999999999955,5.452,4.7197,0.7323000000000004,0.7323000000000004
pa,PA,81403-68-1,4.771999999999999,4.536600000000001,ph1n1,pH1N1,h3n2,H3N2,4.497,4.4991,0.819,0.11249999999999982,112,4.497,4.6116,-0.11460000000000026,0.11460000000000026,5.316,4.4991,0.8168999999999995,0.8168999999999995,4.503,4.4991,0.0038999999999997925,0.0038999999999997925
