compound_id,target_id,target_class,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
148-79-8,pa_h3n2,PA,H3N2,c1ccc2[nH]c(-c3cscn3)nc2c1,5.572,0.4499,0.3371,0.8139,0.9222,0.7218,0.1083,synthetic,round_0
148849-67-6,pa_h3n2,PA,H3N2,COc1cc2c(cc1OC)CC(=O)N(CCC[N@@H+](C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,3.742,0.6655,0.7089,0.3787,0.2972,0.0225,0.105,synthetic,round_0
149647-78-9,pa_h3n2,PA,H3N2,O=C(CCCCCCC(=O)Nc1ccccc1)NO,4.26,0.6411,0.3996,0.6877,0.6701,0.5478,0.1966,synthetic,round_0
150-76-5,pa_h3n2,PA,H3N2,COc1ccc(O)cc1,3.636,0.3816,0.6062,0.1837,0.137,0.641,0.4018,synthetic,round_0
150322-43-3,pa_h3n2,PA,H3N2,CC(=O)Oc1cc2c(s1)CCN([C@H](C(=O)C1CC1)c1ccccc1F)C2,4.734,0.4849,0.4816,0.6362,0.5524,0.2388,0.4714,synthetic,round_0
150399-23-8,pa_h3n2,PA,H3N2,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,4.807,0.9796,0.9018,0.5396,0.9021,0.6803,0.7926,synthetic,round_0
150683-30-0,pa_h3n2,PA,H3N2,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,3.63,0.0201,0.1256,0.6564,0.5067,0.357,0.728,synthetic,round_0
1508-65-2,pa_h3n2,PA,H3N2,CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,5.067,0.7557,0.8813,0.8095,0.5479,0.3569,0.1089,synthetic,round_0
1508-75-4,pa_h3n2,PA,H3N2,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,4.447,0.2243,0.2745,0.7493,0.1515,0.328,0.7452,synthetic,round_0
1508-76-5,pa_h3n2,PA,H3N2,O[C@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,3.767,0.512,0.14,0.0101,0.0228,0.1275,0.8189,synthetic,round_0
152-62-5,pa_h3n2,PA,H3N2,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,4.57,0.2145,0.0652,0.6369,0.8837,0.7322,0.997,synthetic,round_0
152520-56-4,pa_h3n2,PA,H3N2,O[C@@H](C[NH2+]C[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,3.995,0.9966,0.9552,0.9984,0.981,0.8806,0.9154,synthetic,round_0
15307-81-0,pa_h3n2,PA,H3N2,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,3.735,0.2593,0.5601,0.074,0.3546,0.1351,0.1596,synthetic,round_0
153559-49-0,pa_h3n2,PA,H3N2,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,4.317,0.5682,0.6112,0.1015,0.1611,0.6777,0.6919,synthetic,round_0
154229-19-3,pa_h3n2,PA,H3N2,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,3.989,0.5365,0.2481,0.2755,0.4594,0.9176,0.8608,synthetic,round_0
154361-50-9,pa_h3n2,PA,H3N2,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,5.022,0.9963,0.9559,0.9864,0.9244,0.9205,0.7966,synthetic,round_0
155206-00-1,pa_h3n2,PA,H3N2,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,4.704,0.7377,0.8771,0.5061,0.5102,0.9279,0.4156,synthetic,round_0
155213-67-5,pa_h3n2,PA,H3N2,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.214,0.3477,0.6147,0.9302,0.776,0.0362,0.2807,synthetic,round_0
156-57-0,pa_h3n2,PA,H3N2,[NH3+]CCS,3.656,0.7434,0.7912,0.1128,0.4955,0.3295,0.154,synthetic,round_0
15686-71-2,pa_h3n2,PA,H3N2,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1,4.123,0.1667,0.0026,0.2999,0.2324,0.628,0.2246,synthetic,round_0
159811-51-5,pa_h3n2,PA,H3N2,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc([NH+](C)C)cc3)C[C@@]21C,5.42,0.959,0.4293,0.8863,0.9968,0.5391,0.4916,synthetic,round_0
160970-54-7,pa_h3n2,PA,H3N2,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,5.277,0.9045,0.9711,0.1588,0.5619,0.4551,0.3692,synthetic,round_0
161735-79-1,pa_h3n2,PA,H3N2,C#CC[NH2+][C@@H]1CCc2ccccc21,3.794,0.4147,0.4843,0.2536,0.4062,0.0686,0.0343,synthetic,round_0
161814-49-9,pa_h3n2,PA,H3N2,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,4.388,0.0705,0.6797,0.1293,0.5169,0.7729,0.1053,synthetic,round_0
162011-90-7,pa_h3n2,PA,H3N2,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,4.094,0.9393,0.4746,0.8904,0.8819,0.466,0.4746,synthetic,round_0
162401-32-3,pa_h3n2,PA,H3N2,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,6.009,0.9726,0.9779,0.992,0.9853,0.3662,0.1611,synthetic,round_0
163222-33-1,pa_h3n2,PA,H3N2,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,4.927,0.9899,0.898,0.7926,0.7536,0.6897,0.3181,synthetic,round_0
164656-23-9,pa_h3n2,PA,H3N2,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,3.996,0.1705,0.5473,0.2687,0.2033,0.6778,0.1786,synthetic,round_0
165800-03-3,pa_h3n2,PA,H3N2,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,4.267,0.848,0.6475,0.7902,0.3132,0.1197,0.0636,synthetic,round_0
16676-29-2,pa_h3n2,PA,H3N2,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5,4.467,0.516,0.825,0.4001,0.5092,0.4022,0.3904,synthetic,round_0
169590-42-5,pa_h3n2,PA,H3N2,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.94,0.1767,0.2997,0.1686,0.3399,0.9443,0.9977,synthetic,round_0
170729-80-3,pa_h3n2,PA,H3N2,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.887,0.9732,0.7998,0.6788,0.6161,0.4316,0.1368,synthetic,round_0
171599-83-0,pa_h3n2,PA,H3N2,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12,5.742,0.2768,0.9417,0.999,0.8351,0.3801,0.5791,synthetic,round_0
17321-77-6,pa_h3n2,PA,H3N2,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.423,0.6597,0.8408,0.8969,0.8398,0.4001,0.7801,synthetic,round_0
1744-22-5,pa_h3n2,PA,H3N2,Nc1nc2ccc(OC(F)(F)F)cc2s1,4.24,0.7814,0.649,0.399,0.4416,0.3512,0.491,synthetic,round_0
175865-59-5,pa_h3n2,PA,H3N2,CC(C)[C@H]([NH3+])C(=O)OC[C@H](CO)OCn1cnc2c(=O)[nH]c(N)nc21,4.694,0.7672,0.7608,0.3701,0.3572,0.3088,0.6896,synthetic,round_0
179324-69-7,pa_h3n2,PA,H3N2,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,4.884,0.9827,0.7222,0.7653,0.9621,0.7629,0.6743,synthetic,round_0
179463-17-3,pa_h3n2,PA,H3N2,CC[C@@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCC[NH3+])NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC[NH3+])NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,3.845,0.9697,0.892,0.0908,0.6268,0.519,0.1736,synthetic,round_0
18010-40-7,pa_h3n2,PA,H3N2,CCCC[N@@H+]1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,3.823,0.2267,0.2126,0.0974,0.4751,0.322,0.3386,synthetic,round_0
183133-96-2,pa_h3n2,PA,H3N2,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,3.43,0.5231,0.6108,0.5829,0.1955,0.0752,0.1889,synthetic,round_0
186826-86-8,pa_h3n2,PA,H3N2,COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,3.918,0.6815,0.2186,0.0736,0.5186,0.7282,0.3066,synthetic,round_0
188062-50-2,pa_h3n2,PA,H3N2,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,5.23,0.2598,0.0803,0.9331,0.9449,0.6376,0.3753,synthetic,round_0
190786-44-8,pa_h3n2,PA,H3N2,O=C([O-])CCC[N@H+]1CC[C@H](O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,4.898,0.1964,0.2544,0.8748,0.9307,0.9062,0.8076,synthetic,round_0
19171-19-8,pa_h3n2,PA,H3N2,Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,3.482,0.0014,0.1638,0.0136,0.0079,0.8293,0.3857,synthetic,round_0
192725-17-0,pa_h3n2,PA,H3N2,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,4.76,0.3025,0.2126,0.9398,0.9708,0.9392,0.9619,synthetic,round_0
19356-17-3,pa_h3n2,PA,H3N2,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,5.061,0.5696,0.0513,0.607,0.4101,0.5743,0.8157,synthetic,round_0
19387-91-8,pa_h3n2,PA,H3N2,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,5.796,0.6896,0.6094,0.7722,0.9704,0.6411,0.8234,synthetic,round_0
1953-02-2,pa_h3n2,PA,H3N2,C[C@@H](S)C(=O)NCC(=O)[O-],4.781,0.9853,0.9414,0.6554,0.9299,0.3337,0.6995,synthetic,round_0
196597-26-9,pa_h3n2,PA,H3N2,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,4.521,0.6082,0.8695,0.6605,0.416,0.5127,0.7015,synthetic,round_0
19767-45-4,pa_h3n2,PA,H3N2,O=S(=O)([O-])CCS,6.261,0.9325,0.9886,0.9052,0.9205,0.9964,0.8404,synthetic,round_0
19774-82-4,pa_h3n2,PA,H3N2,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,5.261,0.9758,0.8215,0.8512,0.9801,0.7757,0.7198,synthetic,round_0
198480-56-7,pa_h3n2,PA,H3N2,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCC[NH+]3CCCCCC3)cc2)c2ccc(O)cc12,3.448,0.0939,0.554,0.2292,0.1185,0.0697,0.0085,synthetic,round_0
201530-41-8,pa_h3n2,PA,H3N2,O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,5.578,0.8606,0.7497,0.8065,0.925,0.6657,0.1468,synthetic,round_0
202138-50-9,pa_h3n2,PA,H3N2,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,3.888,0.3504,0.2967,0.8145,0.3897,0.3709,0.0728,synthetic,round_0
2030-63-9,pa_h3n2,PA,H3N2,CC(C)/[NH+]=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,5.419,0.1308,0.3547,0.1716,0.566,0.8972,0.319,synthetic,round_0
204255-11-8,pa_h3n2,PA,H3N2,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1,4.912,0.3046,0.3066,0.1003,0.646,0.8132,0.6519,synthetic,round_0
2062-78-4,pa_h3n2,PA,H3N2,O=c1[nH]c2ccccc2n1[C@H]1CC[N@H+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.264,0.2572,0.2364,0.9368,0.8156,0.7549,0.1063,synthetic,round_0
2068-78-2,pa_h3n2,PA,H3N2,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,3.638,0.536,0.2788,0.3294,0.4922,0.1451,0.6329,synthetic,round_0
211915-06-9,pa_h3n2,PA,H3N2,CCCCCCOC(=O)N/N=C/c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,3.705,0.3727,0.3533,0.6265,0.4592,0.5681,0.2592,synthetic,round_0
21256-18-8,pa_h3n2,PA,H3N2,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.007,0.7751,0.2746,0.8668,0.6666,0.4672,0.4927,synthetic,round_0
2135-17-3,pa_h3n2,PA,H3N2,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4.561,0.5326,0.6673,0.5641,0.7393,0.1694,0.8063,synthetic,round_0
21679-14-1,pa_h3n2,PA,H3N2,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.989,0.6382,0.3027,0.6133,0.3784,0.0407,0.8049,synthetic,round_0
21736-83-4,pa_h3n2,PA,H3N2,C[NH2+][C@@H]1[C@H](O)[C@H]([NH2+]C)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,3.675,0.8789,0.6695,0.1126,0.2313,0.0224,0.3368,synthetic,round_0
2192-20-3,pa_h3n2,PA,H3N2,OCCOCC[NH+]1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,4.917,0.8332,0.3456,0.7753,0.8382,0.1015,0.1884,synthetic,round_0
220127-57-1,pa_h3n2,PA,H3N2,Cc1ccc(NC(=O)c2ccc(C[NH+]3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3.896,0.4912,0.5797,0.5443,0.3074,0.0181,0.2355,synthetic,round_0
220620-09-7,pa_h3n2,PA,H3N2,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.081,0.4217,0.6405,0.8655,0.6016,0.1452,0.1751,synthetic,round_0
22254-24-6,pa_h3n2,PA,H3N2,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2,4.3,0.9083,0.6097,0.1503,0.2188,0.557,0.1111,synthetic,round_0
22260-51-1,pa_h3n2,PA,H3N2,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2([O-])O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,5.798,0.7929,0.9615,0.9705,0.968,0.1479,0.3865,synthetic,round_0
223673-61-8,pa_h3n2,PA,H3N2,Nc1nc(CC(=O)Nc2ccc(CC[NH2+]C[C@H](O)c3ccccc3)cc2)cs1,4.895,0.2965,0.0499,0.9699,0.8686,0.3128,0.5036,synthetic,round_0
224785-90-4,pa_h3n2,PA,H3N2,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,4.583,0.4966,0.5692,0.5212,0.4524,0.3919,0.4394,synthetic,round_0
22916-47-8,pa_h3n2,PA,H3N2,Clc1ccc(CO[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)c(Cl)c1,4.26,0.8712,0.2285,0.7669,0.2098,0.6869,0.7505,synthetic,round_0
229975-97-7,pa_h3n2,PA,H3N2,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,5.154,0.9675,0.9903,0.9062,0.8949,0.7034,0.6026,synthetic,round_0
231277-92-2,pa_h3n2,PA,H3N2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,4.587,0.4417,0.2848,0.268,0.7971,0.675,0.7957,synthetic,round_0
23651-95-8,pa_h3n2,PA,H3N2,[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(O)c(O)c1,5.418,0.2791,0.4418,0.7716,0.7048,0.8151,0.9939,synthetic,round_0
242478-38-2,pa_h3n2,PA,H3N2,O=C(O[C@H]1C[N@H+]2CC[C@@H]1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,4.368,0.7747,0.8298,0.3436,0.4761,0.8737,0.0685,synthetic,round_0
2447-57-6,pa_h3n2,PA,H3N2,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,4.023,0.2275,0.3128,0.0286,0.322,0.1235,0.6432,synthetic,round_0
24729-96-2,pa_h3n2,PA,H3N2,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[C@H](C)Cl)[N@@H+](C)C1,6.636,0.8864,0.6402,0.999,0.999,0.9156,0.8944,synthetic,round_0
25332-39-2,pa_h3n2,PA,H3N2,O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,5.836,0.4797,0.7516,0.7909,0.9187,0.6089,0.9174,synthetic,round_0
25451-15-4,pa_h3n2,PA,H3N2,NC(=O)OCC(COC(N)=O)c1ccccc1,4.339,0.9547,0.9722,0.6759,0.574,0.6883,0.8073,synthetic,round_0
2627-69-2,pa_h3n2,PA,H3N2,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,3.216,0.9734,0.9519,0.4019,0.2392,0.1202,0.0438,synthetic,round_0
26807-65-8,pa_h3n2,PA,H3N2,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,4.354,0.546,0.6567,0.7404,0.662,0.4552,0.2561,synthetic,round_0
269055-15-4,pa_h3n2,PA,H3N2,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,6.45,0.2095,0.6792,0.984,0.9988,0.968,0.9033,synthetic,round_0
274693-27-5,pa_h3n2,PA,H3N2,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,5.33,0.3323,0.2732,0.8774,0.9895,0.7031,0.0264,synthetic,round_0
27833-64-3,pa_h3n2,PA,H3N2,C[NH+]1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,4.331,0.4977,0.3558,0.57,0.8502,0.1971,0.1844,synthetic,round_0
2809-21-4,pa_h3n2,PA,H3N2,C[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,4.864,0.9934,0.9988,0.9945,0.999,0.8777,0.9465,synthetic,round_0
28657-80-9,pa_h3n2,PA,H3N2,CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,4.39,0.0486,0.5342,0.743,0.2542,0.2895,0.1329,synthetic,round_0
286930-03-8,pa_h3n2,PA,H3N2,CC(C)C(=O)Oc1ccc(CO)cc1[C@@H](CC[NH+](C(C)C)C(C)C)c1ccccc1,4.413,0.0969,0.6367,0.4385,0.2537,0.0865,0.6034,synthetic,round_0
297-76-7,pa_h3n2,PA,H3N2,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,3.336,0.001,0.0074,0.1234,0.3023,0.321,0.3828,synthetic,round_0
302-79-4,pa_h3n2,PA,H3N2,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,3.988,0.5402,0.5525,0.9899,0.9905,0.1175,0.0194,synthetic,round_0
302962-49-8,pa_h3n2,PA,H3N2,Cc1nc(N2CCN(CCO)CC2)cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)[nH+]1,4.114,0.1832,0.0191,0.2295,0.0235,0.5332,0.4972,synthetic,round_0
304-20-1,pa_h3n2,PA,H3N2,NNc1[nH+]ncc2ccccc12,4.598,0.7102,0.8498,0.5345,0.861,0.9099,0.2674,synthetic,round_0
3056-17-5,pa_h3n2,PA,H3N2,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,3.85,0.8154,0.7853,0.7494,0.9154,0.2491,0.0597,synthetic,round_0
30652-11-0,pa_h3n2,PA,H3N2,Cc1c(O)c(=O)ccn1C,3.596,0.9624,0.999,0.3246,0.2399,0.0895,0.3375,synthetic,round_0
319460-85-0,pa_h3n2,PA,H3N2,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,6.938,0.999,0.9989,0.9617,0.996,0.9899,0.7792,synthetic,round_0
320345-99-1,pa_h3n2,PA,H3N2,O=C(O[C@H]1C[N@+]2(CCCOc3ccccc3)CC[C@H]1CC2)C(O)(c1cccs1)c1cccs1,5.461,0.9473,0.8079,0.9809,0.927,0.217,0.3645,synthetic,round_0
321-30-2,pa_h3n2,PA,H3N2,Nc1ncnc2[nH]cnc12,4.451,0.4059,0.3553,0.5847,0.7225,0.1002,0.3012,synthetic,round_0
33069-62-4,pa_h3n2,PA,H3N2,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,3.28,0.8132,0.4957,0.0201,0.1631,0.2201,0.5396,synthetic,round_0
330784-47-9,pa_h3n2,PA,H3N2,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,4.535,0.5578,0.3541,0.4058,0.5457,0.3827,0.3104,synthetic,round_0
33402-03-8,pa_h3n2,PA,H3N2,C[C@H]([NH3+])[C@H](O)c1cccc(O)c1,3.754,0.5598,0.5105,0.1715,0.1819,0.6432,0.3713,synthetic,round_0
33419-42-0,pa_h3n2,PA,H3N2,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,6.128,0.7103,0.9296,0.9676,0.9151,0.8217,0.8078,synthetic,round_0
341031-54-7,pa_h3n2,PA,H3N2,CC[NH+](CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,6.757,0.9923,0.9598,0.9583,0.9176,0.9818,0.9968,synthetic,round_0
34183-22-7,pa_h3n2,PA,H3N2,CCC[NH2+]C[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,4.38,0.7203,0.052,0.8498,0.6806,0.7088,0.9855,synthetic,round_0
34381-68-5,pa_h3n2,PA,H3N2,CCCC(=O)Nc1ccc(OC[C@@H](O)C[NH2+]C(C)C)c(C(C)=O)c1,3.971,0.8424,0.9658,0.9237,0.9941,0.5374,0.3244,synthetic,round_0
34552-83-5,pa_h3n2,PA,H3N2,CN(C)C(=O)C(CC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.979,0.5766,0.6408,0.815,0.2511,0.4927,0.4378,synthetic,round_0
34580-14-8,pa_h3n2,PA,H3N2,C[NH+]1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,4.007,0.4133,0.9648,0.6578,0.1682,0.1847,0.0739,synthetic,round_0
3543-75-7,pa_h3n2,PA,H3N2,Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,4.211,0.5007,0.3815,0.1793,0.3659,0.0015,0.1694,synthetic,round_0
36322-90-4,pa_h3n2,PA,H3N2,CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O,5.475,0.7682,0.9037,0.2019,0.9101,0.4688,0.8066,synthetic,round_0
364782-34-3,pa_h3n2,PA,H3N2,C[C@@H]([NH2+]CCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,4.327,0.756,0.3504,0.2107,0.3028,0.1724,0.9711,synthetic,round_0
367514-88-3,pa_h3n2,PA,H3N2,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1C[NH+]1CCN(c2nsc3ccccc23)CC1,6.002,0.2607,0.1364,0.231,0.3517,0.0563,0.1668,synthetic,round_0
36791-04-5,pa_h3n2,PA,H3N2,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,4.27,0.2314,0.7813,0.6474,0.3519,0.7072,0.7732,synthetic,round_0
3717-88-2,pa_h3n2,PA,H3N2,Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,5.828,0.8638,0.376,0.6632,0.9377,0.9821,0.9047,synthetic,round_0
3801-06-7,pa_h3n2,PA,H3N2,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.467,0.5094,0.6903,0.6628,0.3168,0.2174,0.2652,synthetic,round_0
